voto,genero,edad,ponderado,inverso,homo_pon,estado,partido
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,66,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,58,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde
NS/NC,Hombre,18,0.69,1.4492753623188408,70031.10490269455,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,68,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,24,0.67,1.4925373134328357,72121.58564605855,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,69,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,51,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,30,0.65,1.5384615384615383,74340.71135824495,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,48,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,55,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,37,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,33,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,51,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.34,2.941176470588235,142121.94818488008,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,20,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,31,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,46,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,30,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,32,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,44,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,23,1.68,0.5952380952380952,28762.775227892398,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,21,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,56,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,48,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,36,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,51,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,46,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,24,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,52,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,57,0.54,1.8518518518518516,89484.18959788745,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,43,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,25,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,51,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,38,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,35,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,45,0.42,2.380952380952381,115051.10091156959,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,39,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,48,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,63,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,25,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,52,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,66,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,22,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,39,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,47,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,62,0.54,1.8518518518518516,89484.18959788745,NA,PAN-PRI-PRD
Ninguno,Mujer,23,0.67,1.4925373134328357,72121.58564605855,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,54,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,43,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
Ninguno,Mujer,20,0.57,1.7543859649122808,84774.49540852498,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,51,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,56,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,45,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,65,0.98,1.0204081632653061,49307.61467638697,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,51,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,32,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,29,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,47,2.09,0.47846889952153115,23120.31692959772,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,43,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,26,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,34,0.54,1.8518518518518516,89484.18959788745,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,30,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.59,1.6949152542372883,81900.78369976142,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,45,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,52,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,60,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,54,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,62,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,41,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,50,3.7,0.27027027027027023,13059.854698070061,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,62,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,33,0.35,2.857142857142857,138061.3210938835,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,24,6.49,0.15408320493066255,7445.5257908874,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,41,1.6,0.625,30200.91398928702,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,37,0.3,3.3333333333333335,161071.54127619744,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,50,3.62,0.27624309392265195,13348.470271508075,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,31,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,53,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,20,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,47,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,36,4.58,0.2183406113537118,10550.537638178872,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,78,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,57,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,33,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,24,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,51,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,74,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,46,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,57,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,35,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,44,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
Ninguno,Hombre,65,0.33,3.0303030303030303,146428.6738874522,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,22,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.33,3.0303030303030303,146428.6738874522,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,32,1.19,0.8403361344537815,40606.270909965744,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,44,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,52,1.69,0.591715976331361,28592.581291632683,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,28,0.94,1.0638297872340425,51405.81104559492,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,38,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,41,2.09,0.47846889952153115,23120.31692959772,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,23,0.92,1.0869565217391304,52523.3286770209,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,35,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,40,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,45,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,73,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,54,1.94,0.5154639175257733,24907.970300442907,NA,Movimiento Ciudadano
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,27,0.78,1.282051282051282,61950.592798537466,NA,Movimiento Ciudadano
NS/NC,Hombre,23,0.81,1.2345679012345678,59656.12639859164,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,38,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,61,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,48,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,52,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,50,2.64,0.3787878787878788,18303.584235931525,NA,NS
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,58,1.69,0.591715976331361,28592.581291632683,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,21,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,38,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,49,0.42,2.380952380952381,115051.10091156959,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,76,3.7,0.27027027027027023,13059.854698070061,NA,PAN-PRI-PRD
NS/NC,Hombre,75,0.84,1.1904761904761905,57525.550455784796,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,60,0.34,2.941176470588235,142121.94818488008,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,51,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,49,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,26,2.02,0.49504950495049505,23921.516031118434,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,70,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
Ninguno,Hombre,56,0.71,1.4084507042253522,68058.39772233694,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,67,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,42,0.48,2.0833333333333335,100669.7132976234,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,25,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,28,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,54,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,35,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,42,0.42,2.380952380952381,115051.10091156959,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,57,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,23,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,65,0.34,2.941176470588235,142121.94818488008,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,44,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,39,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,27,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,53,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,44,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,22,1.68,0.5952380952380952,28762.775227892398,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,38,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,29,0.42,2.380952380952381,115051.10091156959,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,62,1.48,0.6756756756756757,32649.636745175154,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,50,0.54,1.8518518518518516,89484.18959788745,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,28,1.11,0.9009009009009008,43532.84899356687,NA,PAN-PRI-PRD
Ninguno,Hombre,30,0.41,2.4390243902439024,117857.2253240469,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,32,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,40,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,44,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,53,0.25,4.0,193285.84953143692,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,45,4.47,0.2237136465324385,10810.170555449493,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,58,3.62,0.27624309392265195,13348.470271508075,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,37,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,65,3.7,0.27027027027027023,13059.854698070061,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,48,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,29,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,61,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,48,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,58,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,29,2.02,0.49504950495049505,23921.516031118434,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,25,1.68,0.5952380952380952,28762.775227892398,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,18,0.59,1.6949152542372883,81900.78369976142,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,58,0.62,1.6129032258064517,77937.84255299877,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,24,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,25,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,47,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,60,1.48,0.6756756756756757,32649.636745175154,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,30,2.09,0.47846889952153115,23120.31692959772,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,18,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,41,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,52,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD
Ninguno,Mujer,27,3.91,0.2557544757033248,12358.430276946096,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,68,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,49,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
