estado,voto,genero,edad,ponderado,partido,encuesta,inverso,homo_pon,N_estado,rango_edad,total
9,2,Mujeres,23,0.45497100005745206,PAN-PRI-PRD,2,2.197942286153894,139767.9346551703,COLIMA,20-24,139767.9346551703
21,2,Hombres,20,0.5458401079084114,PAN-PRI-PRD,2,1.832038330477162,116499.97148376924,PUEBLA,20-24,-116499.97148376924
5,2,Hombres,23,0.7016402178123943,PAN-PRI-PRD,2,1.425231870427618,90631.00345686052,CHIAPAS,20-24,-90631.00345686052
13,2,Mujeres,51,2.537161359692173,PAN-PRI-PRD,2,0.3941412698013528,25063.58405747702,HIDALGO,50-54,25063.58405747702
2,2,Mujeres,30,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004168,BAJA CALIFORNIA,30-34,100525.96042004168
22,2,Hombres,45,2.220398939785173,PAN-PRI-PRD,2,0.4503695178744552,28639.15842626908,QUERETARO,45-49,-28639.15842626908
31,2,Mujeres,18,1.3438616160233574,PAN-PRI-PRD,2,0.7441242372552586,47319.125903899774,YUCATAN,18-18,47319.125903899774
20,2,Mujeres,35,0.5214441514450278,PAN-PRI-PRD,2,1.9177509177709573,121950.465509692,OAXACA,35-39,121950.465509692
15,1,Mujeres,41,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552343,83314.50721758243,MEXICO,40-44,83314.50721758243
21,1,Mujeres,31,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,PUEBLA,30-34,100525.96042004168
15,1,Mujeres,35,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751835,MEXICO,35-39,101836.66731751835
15,1,Hombres,32,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414,MEXICO,30-34,-90058.7384381414
15,1,Mujeres,40,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552343,83314.50721758243,MEXICO,40-44,83314.50721758243
31,1,Hombres,28,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414,YUCATAN,25-29,-90058.7384381414
14,1,Mujeres,67,0.5910224195602302,MORENA-PT-Partido Verde,2,1.69198319201509,107593.8152284375,JALISCO,65-100,107593.8152284375
15,2,Hombres,40,0.7012470404344406,PAN-PRI-PRD,2,1.4260309738782986,90681.81873057404,MEXICO,40-44,-90681.81873057404
15,2,Mujeres,38,0.7632567139832708,PAN-PRI-PRD,2,1.3101751765552343,83314.50721758243,MEXICO,35-39,83314.50721758243
12,2,Hombres,48,2.220398939785173,PAN-PRI-PRD,2,0.4503695178744552,28639.15842626908,GUERRERO,45-49,-28639.15842626908
8,2,Hombres,44,0.5455342360713059,PAN-PRI-PRD,2,1.83306552344277,116565.29105116636,COAHUILA DE ZARAGOZA,40-44,-116565.29105116636
25,2,Hombres,50,0.5148430010080732,PAN-PRI-PRD,2,1.942339699756973,123514.07493452611,SINALOA,50-54,-123514.07493452611
10,1,Hombres,66,0.3725502129670507,MORENA-PT-Partido Verde,2,2.684201928206769,170689.35889093575,DURANGO,65-100,-170689.35889093575
11,2,Mujeres,71,0.5910224195602302,PAN-PRI-PRD,2,1.69198319201509,107593.8152284375,GUANAJUATO,65-100,107593.8152284375
13,2,Hombres,61,0.5227832741710348,PAN-PRI-PRD,2,1.9128385497521447,121638.08627363072,HIDALGO,60-64,-121638.08627363072
28,1,Hombres,23,1.0270162309078112,MORENA-PT-Partido Verde,2,0.9736944460128631,61917.577436744104,TAMAULIPAS,20-24,-61917.577436744104
7,1,Hombres,46,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,CIUDAD DE MEXICO,45-49,-65645.44353001674
15,1,Mujeres,19,0.45497100005745206,MORENA-PT-Partido Verde,2,2.197942286153894,139767.9346551703,MEXICO,19-19,139767.9346551703
24,2,Mujeres,25,0.4921120524492657,PAN-PRI-PRD,2,2.0320575263762617,129219.26355905154,SAN LUIS POTOSI,25-29,129219.26355905154
21,2,Mujeres,52,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.4831892106,PUEBLA,50-54,110890.4831892106
15,2,Mujeres,31,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081,MEXICO,30-34,68677.64563231081
5,2,Hombres,34,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587,CHIAPAS,30-34,-115764.36384599587
15,3,Mujeres,29,0.9259251161066312,Movimiento Ciudadano,2,1.0800009445740515,68677.64563231081,MEXICO,25-29,68677.64563231081
9,2,Mujeres,80,1.3580812679329148,PAN-PRI-PRD,2,0.73633296004595,46823.67580462692,COLIMA,65-100,46823.67580462692
8,2,Mujeres,45,0.4788700801741992,PAN-PRI-PRD,2,2.088249070888347,132792.50393529516,COAHUILA DE ZARAGOZA,45-49,132792.50393529516
24,3,Mujeres,38,0.7632567139832708,Movimiento Ciudadano,2,1.3101751765552343,83314.50721758243,SAN LUIS POTOSI,35-39,83314.50721758243
15,1,Mujeres,72,0.7077554783613371,MORENA-PT-Partido Verde,2,1.4129173571574398,89847.91916165443,MEXICO,65-100,89847.91916165443
25,2,Hombres,54,0.9686941482381854,PAN-PRI-PRD,2,1.0323175811671332,65645.44353001674,SINALOA,50-54,-65645.44353001674
13,3,Mujeres,54,1.6066632898079851,Movimiento Ciudadano,2,0.6224079471682654,39579.143563818674,HIDALGO,50-54,39579.143563818674
5,1,Hombres,65,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,CHIAPAS,65-100,-50874.39757632958
9,1,Hombres,59,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,COLIMA,55-59,-156357.46093182586
9,1,Mujeres,24,1.962184829516067,MORENA-PT-Partido Verde,2,0.5096359858447329,32407.934282985327,COLIMA,20-24,32407.934282985327
28,2,Mujeres,68,1.9829470753643388,PAN-PRI-PRD,2,0.5042998940434474,32068.610300324646,TAMAULIPAS,65-100,32068.610300324646
28,2,Hombres,43,0.5455342360713059,PAN-PRI-PRD,2,1.83306552344277,116565.29105116636,TAMAULIPAS,40-44,-116565.29105116636
15,2,Hombres,55,0.6260383938828235,PAN-PRI-PRD,2,1.5973461208948976,101575.81008989963,MEXICO,55-59,-101575.81008989963
30,2,Hombres,47,0.7925070382889164,PAN-PRI-PRD,2,1.2618184466337066,80239.48549822842,VERACRUZ DE IGNACIO DE LA LLAVE,45-49,-80239.48549822842
22,1,Hombres,48,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,QUERETARO,45-49,-96087.61624393649
31,2,Hombres,24,0.8402214392558371,PAN-PRI-PRD,2,1.1901624420410823,75682.85458455789,YUCATAN,20-24,-75682.85458455789
9,1,Hombres,75,0.5453152567825396,MORENA-PT-Partido Verde,2,1.8338016176187408,116612.09954260636,COLIMA,65-100,-116612.09954260636
11,1,Mujeres,25,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,GUANAJUATO,25-29,100525.96042004168
10,1,Mujeres,46,0.3725363649355181,MORENA-PT-Partido Verde,2,2.6843017061517975,170695.70380608144,DURANGO,45-49,170695.70380608144
13,1,Hombres,30,1.622509348246559,MORENA-PT-Partido Verde,2,0.6163292686607305,39192.59822739966,HIDALGO,30-34,-39192.59822739966
15,1,Hombres,50,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,MEXICO,50-54,-65645.44353001674
11,2,Hombres,26,0.7060986874661334,PAN-PRI-PRD,2,1.4162326283150937,90058.7384381414,GUANAJUATO,25-29,-90058.7384381414
20,2,Hombres,24,0.5458401079084114,PAN-PRI-PRD,2,1.832038330477162,116499.97148376924,OAXACA,20-24,-116499.97148376924
11,2,Mujeres,33,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081,GUANAJUATO,30-34,68677.64563231081
5,2,Hombres,55,0.5227832741710348,PAN-PRI-PRD,2,1.9128385497521447,121638.08627363072,CHIAPAS,55-59,-121638.08627363072
11,2,Mujeres,34,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004168,GUANAJUATO,30-34,100525.96042004168
19,1,Hombres,83,1.973854796986371,MORENA-PT-Partido Verde,2,0.5066228790115532,32216.329743766128,NUEVO LEON,65-100,-32216.329743766128
19,1,Mujeres,65,0.865100948191457,MORENA-PT-Partido Verde,2,1.1559344630133133,73506.28517858725,NUEVO LEON,65-100,73506.28517858725
27,1,Mujeres,18,1.962184829516067,MORENA-PT-Partido Verde,2,0.5096359858447329,32407.934282985327,TABASCO,18-18,32407.934282985327
20,1,Hombres,57,0.7652168364789205,MORENA-PT-Partido Verde,2,1.3068191293351752,83101.09497672977,OAXACA,55-59,-83101.09497672977
20,1,Hombres,41,0.8397506052671342,MORENA-PT-Partido Verde,2,1.1908297460314288,75725.28868353557,OAXACA,40-44,-75725.28868353557
20,1,Hombres,50,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,OAXACA,50-54,-65645.44353001674
27,1,Mujeres,38,1.7495041149930255,MORENA-PT-Partido Verde,2,0.5715905389590846,36347.64643367584,TABASCO,35-39,36347.64643367584
27,1,Mujeres,28,3.3515323647107524,MORENA-PT-Partido Verde,2,0.29837098114560595,18973.51721128777,TABASCO,25-29,18973.51721128777
7,2,Mujeres,40,1.7495041149930255,PAN-PRI-PRD,2,0.5715905389590846,36347.64643367584,CIUDAD DE MEXICO,40-44,36347.64643367584
26,2,Mujeres,53,1.100371938753226,PAN-PRI-PRD,2,0.908783625592132,57789.87519263566,SONORA,50-54,57789.87519263566
12,2,Mujeres,36,0.6244347805271155,PAN-PRI-PRD,2,1.6014482715966778,101836.66731751835,GUERRERO,35-39,101836.66731751835
11,97,Mujeres,39,0.6244347805271155,Ninguno,2,1.6014482715966778,101836.66731751835,GUANAJUATO,35-39,101836.66731751835
15,97,Mujeres,45,0.5734518885405548,Ninguno,2,1.7438254542068343,110890.4831892106,MEXICO,45-49,110890.4831892106
20,1,Mujeres,19,0.7003449965462845,MORENA-PT-Partido Verde,2,1.4278677008209508,90798.61685257989,OAXACA,19-19,90798.61685257989
27,1,Hombres,40,1.6113609878218107,MORENA-PT-Partido Verde,2,0.6205934036865134,39463.75609601111,TABASCO,40-44,-39463.75609601111
14,1,Hombres,65,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,JALISCO,65-100,-50874.39757632958
9,1,Mujeres,47,0.4788700801741992,MORENA-PT-Partido Verde,2,2.088249070888347,132792.50393529516,COLIMA,45-49,132792.50393529516
6,1,Mujeres,30,2.1223656092718657,MORENA-PT-Partido Verde,2,0.47117235392024504,29962.018197158704,CHIHUAHUA,30-34,29962.018197158704
25,1,Mujeres,50,0.5734518885405548,MORENA-PT-Partido Verde,2,1.7438254542068343,110890.4831892106,SINALOA,50-54,110890.4831892106
15,1,Hombres,20,0.7016402178123943,MORENA-PT-Partido Verde,2,1.425231870427618,90631.00345686052,MEXICO,20-24,-90631.00345686052
9,3,Mujeres,40,0.5214441514450278,Movimiento Ciudadano,2,1.9177509177709573,121950.465509692,COLIMA,40-44,121950.465509692
15,2,Mujeres,62,1.504572178398563,PAN-PRI-PRD,2,0.6646407625750334,42264.74337290471,MEXICO,60-64,42264.74337290471
15,2,Mujeres,68,0.4597851335758305,PAN-PRI-PRD,2,2.174928954798566,138304.50869838698,MEXICO,65-100,138304.50869838698
21,1,Mujeres,25,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,PUEBLA,25-29,83945.79508395727
9,2,Mujeres,53,1.6066632898079851,PAN-PRI-PRD,2,0.6224079471682654,39579.143563818674,COLIMA,50-54,39579.143563818674
9,2,Mujeres,66,1.9829470753643388,PAN-PRI-PRD,2,0.5042998940434474,32068.610300324646,COLIMA,65-100,32068.610300324646
19,2,Hombres,64,0.6260383938828235,PAN-PRI-PRD,2,1.5973461208948976,101575.81008989963,NUEVO LEON,60-64,-101575.81008989963
19,3,Mujeres,54,1.100371938753226,Movimiento Ciudadano,2,0.908783625592132,57789.87519263566,NUEVO LEON,50-54,57789.87519263566
23,98,Hombres,23,1.0270162309078112,NS,2,0.9736944460128631,61917.577436744104,QUINTANA ROO,20-24,-61917.577436744104
24,98,Mujeres,57,0.7840982914611817,NS,2,1.2753503111663227,81099.98159481467,SAN LUIS POTOSI,55-59,81099.98159481467
30,1,Hombres,39,1.0264407229216197,MORENA-PT-Partido Verde,2,0.9742403800519918,61952.29357719403,VERACRUZ DE IGNACIO DE LA LLAVE,35-39,-61952.29357719403
5,1,Mujeres,26,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,CHIAPAS,25-29,83945.79508395727
23,1,Hombres,52,0.7925070382889164,MORENA-PT-Partido Verde,2,1.2618184466337066,80239.48549822842,QUINTANA ROO,50-54,-80239.48549822842
9,1,Hombres,20,0.8402214392558371,MORENA-PT-Partido Verde,2,1.1901624420410823,75682.85458455789,COLIMA,20-24,-75682.85458455789
9,1,Hombres,44,0.7012470404344406,MORENA-PT-Partido Verde,2,1.4260309738782986,90681.81873057404,COLIMA,40-44,-90681.81873057404
9,1,Hombres,34,2.3690409718660086,MORENA-PT-Partido Verde,2,0.4221117371441389,26842.236061430216,COLIMA,30-34,-26842.236061430216
15,1,Hombres,61,0.7652168364789205,MORENA-PT-Partido Verde,2,1.3068191293351752,83101.09497672977,MEXICO,60-64,-83101.09497672977
15,1,Hombres,70,0.8560647597284737,MORENA-PT-Partido Verde,2,1.168135925040507,74282.18050489198,MEXICO,65-100,-74282.18050489198
15,1,Hombres,71,1.249948108193703,MORENA-PT-Partido Verde,2,0.8000332121347803,50874.39757632958,MEXICO,65-100,-50874.39757632958
12,1,Mujeres,38,0.5214441514450278,MORENA-PT-Partido Verde,2,1.9177509177709573,121950.465509692,GUERRERO,35-39,121950.465509692
30,1,Mujeres,40,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751835,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,101836.66731751835
28,1,Hombres,20,0.7016402178123943,MORENA-PT-Partido Verde,2,1.425231870427618,90631.00345686052,TAMAULIPAS,20-24,-90631.00345686052
12,1,Hombres,57,0.5227832741710348,MORENA-PT-Partido Verde,2,1.9128385497521447,121638.08627363072,GUERRERO,55-59,-121638.08627363072
9,1,Mujeres,42,0.5214441514450278,MORENA-PT-Partido Verde,2,1.9177509177709573,121950.465509692,COLIMA,40-44,121950.465509692
9,3,Hombres,31,0.549308568659551,Movimiento Ciudadano,2,1.820470418730674,115764.36384599587,COLIMA,30-34,-115764.36384599587
17,1,Hombres,47,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,MORELOS,45-49,-96087.61624393649
2,1,Mujeres,52,0.5734518885405548,MORENA-PT-Partido Verde,2,1.7438254542068343,110890.4831892106,BAJA CALIFORNIA,50-54,110890.4831892106
20,2,Hombres,33,0.8455605029158749,PAN-PRI-PRD,2,1.1826474824114277,75204.97561882225,OAXACA,30-34,-75204.97561882225
21,2,Hombres,70,1.249948108193703,PAN-PRI-PRD,2,0.8000332121347803,50874.39757632958,PUEBLA,65-100,-50874.39757632958
11,1,Hombres,29,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,GUANAJUATO,25-29,-115764.36384599587
21,1,Mujeres,48,0.4788700801741992,MORENA-PT-Partido Verde,2,2.088249070888347,132792.50393529516,PUEBLA,45-49,132792.50393529516
15,2,Hombres,37,0.8397506052671342,PAN-PRI-PRD,2,1.1908297460314288,75725.28868353557,MEXICO,35-39,-75725.28868353557
8,2,Mujeres,30,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081,COAHUILA DE ZARAGOZA,30-34,68677.64563231081
5,3,Hombres,50,0.5148430010080732,Movimiento Ciudadano,2,1.942339699756973,123514.07493452611,CHIAPAS,50-54,-123514.07493452611
14,3,Hombres,42,0.7012470404344406,Movimiento Ciudadano,2,1.4260309738782986,90681.81873057404,JALISCO,40-44,-90681.81873057404
14,3,Hombres,34,1.0335422546207569,Movimiento Ciudadano,2,0.9675463151401926,61526.6155996312,JALISCO,30-34,-61526.6155996312
12,97,Hombres,65,0.4461327446568079,Ninguno,2,2.241485324663313,142536.85201911145,GUERRERO,65-100,-142536.85201911145
15,1,Hombres,21,0.5458401079084114,MORENA-PT-Partido Verde,2,1.832038330477162,116499.97148376924,MEXICO,20-24,-116499.97148376924
11,1,Hombres,43,1.0264407229216197,MORENA-PT-Partido Verde,2,0.9742403800519918,61952.29357719403,GUANAJUATO,40-44,-61952.29357719403
25,1,Mujeres,52,0.3725363649355181,MORENA-PT-Partido Verde,2,2.6843017061517975,170695.70380608144,SINALOA,50-54,170695.70380608144
15,1,Hombres,33,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414,MEXICO,30-34,-90058.7384381414
9,1,Mujeres,41,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751835,COLIMA,40-44,101836.66731751835
20,1,Mujeres,25,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,OAXACA,25-29,68677.64563231081
15,1,Hombres,27,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,MEXICO,25-29,-115764.36384599587
15,1,Mujeres,50,0.3725363649355181,MORENA-PT-Partido Verde,2,2.6843017061517975,170695.70380608144,MEXICO,50-54,170695.70380608144
9,1,Hombres,23,0.5458401079084114,MORENA-PT-Partido Verde,2,1.832038330477162,116499.97148376924,COLIMA,20-24,-116499.97148376924
19,1,Hombres,55,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,NUEVO LEON,55-59,-156357.46093182586
2,1,Mujeres,27,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,BAJA CALIFORNIA,25-29,83945.79508395727
28,1,Mujeres,55,0.654773694532727,MORENA-PT-Partido Verde,2,1.5272452273966814,97118.06924590656,TAMAULIPAS,55-59,97118.06924590656
9,1,Hombres,21,0.5458401079084114,MORENA-PT-Partido Verde,2,1.832038330477162,116499.97148376924,COLIMA,20-24,-116499.97148376924
6,1,Hombres,25,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,CHIHUAHUA,25-29,-115764.36384599587
8,1,Mujeres,35,0.5214441514450278,MORENA-PT-Partido Verde,2,1.9177509177709573,121950.465509692,COAHUILA DE ZARAGOZA,35-39,121950.465509692
26,1,Mujeres,44,0.4056568090985166,MORENA-PT-Partido Verde,2,2.465137962856536,156759.0031271584,SONORA,40-44,156759.0031271584
12,2,Hombres,33,1.0335422546207569,PAN-PRI-PRD,2,0.9675463151401926,61526.6155996312,GUERRERO,30-34,-61526.6155996312
2,2,Mujeres,48,0.7009395019692667,PAN-PRI-PRD,2,1.4266566475288276,90721.60554138044,BAJA CALIFORNIA,45-49,90721.60554138044
15,2,Hombres,50,0.6617955517242865,PAN-PRI-PRD,2,1.5110406792468354,96087.61624393649,MEXICO,50-54,-96087.61624393649
13,2,Mujeres,27,0.7575168826792147,PAN-PRI-PRD,2,1.320102591592628,83945.79508395727,HIDALGO,25-29,83945.79508395727
15,1,Hombres,52,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,MEXICO,50-54,-96087.61624393649
18,1,Hombres,63,1.20127790138419,MORENA-PT-Partido Verde,2,0.8324468458528501,52935.59211632425,NAYARIT,60-64,-52935.59211632425
27,1,Mujeres,49,1.100371938753226,MORENA-PT-Partido Verde,2,0.908783625592132,57789.87519263566,TABASCO,45-49,57789.87519263566
14,1,Mujeres,55,1.504572178398563,MORENA-PT-Partido Verde,2,0.6646407625750334,42264.74337290471,JALISCO,55-59,42264.74337290471
20,1,Mujeres,65,0.865100948191457,MORENA-PT-Partido Verde,2,1.1559344630133133,73506.28517858725,OAXACA,65-100,73506.28517858725
2,1,Mujeres,33,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004168,BAJA CALIFORNIA,30-34,100525.96042004168
9,1,Mujeres,74,0.5910224195602302,MORENA-PT-Partido Verde,2,1.69198319201509,107593.8152284375,COLIMA,65-100,107593.8152284375
21,1,Mujeres,65,1.9829470753643388,MORENA-PT-Partido Verde,2,0.5042998940434474,32068.610300324646,PUEBLA,65-100,32068.610300324646
20,1,Hombres,55,0.7652168364789205,MORENA-PT-Partido Verde,2,1.3068191293351752,83101.09497672977,OAXACA,55-59,-83101.09497672977
5,1,Hombres,48,1.5207073577121544,MORENA-PT-Partido Verde,2,0.6575887168090391,41816.30126502229,CHIAPAS,45-49,-41816.30126502229
13,1,Mujeres,64,1.504572178398563,MORENA-PT-Partido Verde,2,0.6646407625750334,42264.74337290471,HIDALGO,60-64,42264.74337290471
26,1,Mujeres,35,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751835,SONORA,35-39,101836.66731751835
10,1,Mujeres,34,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081,DURANGO,30-34,68677.64563231081
8,1,Hombres,33,1.622509348246559,MORENA-PT-Partido Verde,2,0.6163292686607305,39192.59822739966,COAHUILA DE ZARAGOZA,30-34,-39192.59822739966
13,1,Mujeres,44,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751835,HIDALGO,40-44,101836.66731751835
21,1,Hombres,59,1.7539970232232502,MORENA-PT-Partido Verde,2,0.5701263951761674,36254.541007811975,PUEBLA,55-59,-36254.541007811975
27,1,Hombres,33,1.0335422546207569,MORENA-PT-Partido Verde,2,0.9675463151401926,61526.6155996312,TABASCO,30-34,-61526.6155996312
27,1,Hombres,46,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,TABASCO,45-49,-96087.61624393649
15,1,Hombres,42,0.8397506052671342,MORENA-PT-Partido Verde,2,1.1908297460314288,75725.28868353557,MEXICO,40-44,-75725.28868353557
27,1,Hombres,68,0.4461327446568079,MORENA-PT-Partido Verde,2,2.241485324663313,142536.85201911145,TABASCO,65-100,-142536.85201911145
15,1,Mujeres,56,0.7840982914611817,MORENA-PT-Partido Verde,2,1.2753503111663227,81099.98159481467,MEXICO,55-59,81099.98159481467
26,1,Hombres,63,1.7539970232232502,MORENA-PT-Partido Verde,2,0.5701263951761674,36254.541007811975,SONORA,60-64,-36254.541007811975
15,1,Hombres,25,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,MEXICO,25-29,-115764.36384599587
15,3,Hombres,64,0.7652168364789205,Movimiento Ciudadano,2,1.3068191293351752,83101.09497672977,MEXICO,60-64,-83101.09497672977
9,97,Hombres,32,0.8455605029158749,Ninguno,2,1.1826474824114277,75204.97561882225,COLIMA,30-34,-75204.97561882225
21,1,Mujeres,68,0.865100948191457,MORENA-PT-Partido Verde,2,1.1559344630133133,73506.28517858725,PUEBLA,65-100,73506.28517858725
13,1,Hombres,84,0.3725502129670507,MORENA-PT-Partido Verde,2,2.684201928206769,170689.35889093575,HIDALGO,65-100,-170689.35889093575
15,1,Hombres,41,0.8397506052671342,MORENA-PT-Partido Verde,2,1.1908297460314288,75725.28868353557,MEXICO,40-44,-75725.28868353557
23,1,Hombres,49,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674,QUINTANA ROO,45-49,-65645.44353001674
15,1,Hombres,66,0.4461327446568079,MORENA-PT-Partido Verde,2,2.241485324663313,142536.85201911145,MEXICO,65-100,-142536.85201911145
8,3,Mujeres,46,0.4788700801741992,Movimiento Ciudadano,2,2.088249070888347,132792.50393529516,COAHUILA DE ZARAGOZA,45-49,132792.50393529516
9,2,Mujeres,81,1.9829470753643388,PAN-PRI-PRD,2,0.5042998940434474,32068.610300324646,COLIMA,65-100,32068.610300324646
15,2,Mujeres,58,0.9584160012281226,PAN-PRI-PRD,2,1.0433882559541905,66349.43169202333,MEXICO,55-59,66349.43169202333
15,1,Mujeres,70,0.865100948191457,MORENA-PT-Partido Verde,2,1.1559344630133133,73506.28517858725,MEXICO,65-100,73506.28517858725
21,3,Hombres,24,0.5458401079084114,Movimiento Ciudadano,2,1.832038330477162,116499.97148376924,PUEBLA,20-24,-116499.97148376924
21,1,Mujeres,63,1.504572178398563,MORENA-PT-Partido Verde,2,0.6646407625750334,42264.74337290471,PUEBLA,60-64,42264.74337290471
30,1,Mujeres,40,2.762728362153119,MORENA-PT-Partido Verde,2,0.3619610287059328,23017.231037679223,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,23017.231037679223
13,1,Hombres,47,1.5207073577121544,MORENA-PT-Partido Verde,2,0.6575887168090391,41816.30126502229,HIDALGO,45-49,-41816.30126502229
9,1,Hombres,29,0.549308568659551,MORENA-PT-Partido Verde,2,1.820470418730674,115764.36384599587,COLIMA,25-29,-115764.36384599587
21,1,Hombres,63,0.6260383938828235,MORENA-PT-Partido Verde,2,1.5973461208948976,101575.81008989963,PUEBLA,60-64,-101575.81008989963
11,1,Mujeres,32,0.7575168826792147,MORENA-PT-Partido Verde,2,1.320102591592628,83945.79508395727,GUANAJUATO,30-34,83945.79508395727
11,1,Hombres,62,0.7652168364789205,MORENA-PT-Partido Verde,2,1.3068191293351752,83101.09497672977,GUANAJUATO,60-64,-83101.09497672977
17,1,Hombres,64,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,MORELOS,60-64,-156357.46093182586
2,1,Hombres,39,0.5455342360713059,MORENA-PT-Partido Verde,2,1.83306552344277,116565.29105116636,BAJA CALIFORNIA,35-39,-116565.29105116636
21,1,Mujeres,62,0.9584160012281226,MORENA-PT-Partido Verde,2,1.0433882559541905,66349.43169202333,PUEBLA,60-64,66349.43169202333
2,2,Hombres,65,0.8560647597284737,PAN-PRI-PRD,2,1.168135925040507,74282.18050489198,BAJA CALIFORNIA,65-100,-74282.18050489198
2,2,Hombres,34,0.7060986874661334,PAN-PRI-PRD,2,1.4162326283150937,90058.7384381414,BAJA CALIFORNIA,30-34,-90058.7384381414
13,3,Mujeres,18,0.5848341793751031,Movimiento Ciudadano,2,1.709886383638697,108732.28557533,HIDALGO,18-18,108732.28557533
12,1,Hombres,49,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,GUERRERO,45-49,-96087.61624393649
23,1,Mujeres,66,0.5910224195602302,MORENA-PT-Partido Verde,2,1.69198319201509,107593.8152284375,QUINTANA ROO,65-100,107593.8152284375
28,1,Hombres,54,0.5148430010080732,MORENA-PT-Partido Verde,2,1.942339699756973,123514.07493452611,TAMAULIPAS,50-54,-123514.07493452611
11,3,Hombres,36,1.6113609878218107,Movimiento Ciudadano,2,0.6205934036865134,39463.75609601111,GUANAJUATO,35-39,-39463.75609601111
9,2,Hombres,18,0.5458401079084114,PAN-PRI-PRD,2,1.832038330477162,116499.97148376924,COLIMA,18-18,-116499.97148376924
25,1,Hombres,60,0.4066985779063897,MORENA-PT-Partido Verde,2,2.458823448923323,156357.46093182586,SINALOA,60-64,-156357.46093182586
15,1,Mujeres,43,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552343,83314.50721758243,MEXICO,40-44,83314.50721758243
9,1,Hombres,46,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,COLIMA,45-49,-96087.61624393649
25,1,Hombres,45,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649,SINALOA,45-49,-96087.61624393649
