estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,N_estado,rango_edad,total
20,2,Hombres,34,31972.47891583961,MORENA-PT-Partido Verde,3,34283.233224114956,OAXACA,30-34,-34283.233224114956
19,9,Hombres,30,84328.79419450388,NS,3,90423.5084958112,NUEVO LEON,30-34,-90423.5084958112
28,3,Hombres,39,59997.374539282115,Movimiento Ciudadano,3,64333.57856233557,TAMAULIPAS,35-39,-64333.57856233557
21,1,Hombres,31,33793.92204531618,PAN-PRI-PRD,3,36236.31793101802,PUEBLA,30-34,-36236.31793101802
5,2,Hombres,37,64416.9924607408,MORENA-PT-Partido Verde,3,69072.61654439775,CHIAPAS,35-39,-69072.61654439775
5,2,Hombres,37,64416.9924607408,MORENA-PT-Partido Verde,3,69072.61654439775,CHIAPAS,35-39,-69072.61654439775
5,2,Hombres,36,64416.9924607408,MORENA-PT-Partido Verde,3,69072.61654439775,CHIAPAS,35-39,-69072.61654439775
5,2,Hombres,39,64416.9924607408,MORENA-PT-Partido Verde,3,69072.61654439775,CHIAPAS,35-39,-69072.61654439775
21,2,Hombres,35,23158.67970074753,MORENA-PT-Partido Verde,3,24832.432275057912,PUEBLA,35-39,-24832.432275057912
2,2,Hombres,31,20001.06238696805,MORENA-PT-Partido Verde,3,21446.603760298145,BAJA CALIFORNIA,30-34,-21446.603760298145
23,1,Hombres,43,87939.6834140742,PAN-PRI-PRD,3,94295.36834086195,QUINTANA ROO,40-44,-94295.36834086195
23,2,Hombres,48,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,QUINTANA ROO,45-49,-29289.160630562536
15,2,Hombres,43,29983.349976352096,MORENA-PT-Partido Verde,3,32150.343512160125,MEXICO,40-44,-32150.343512160125
18,2,Hombres,36,19596.730667832107,MORENA-PT-Partido Verde,3,21013.049682006847,NAYARIT,35-39,-21013.049682006847
18,2,Hombres,35,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,NAYARIT,35-39,-29289.160630562536
18,2,Hombres,40,19596.730667832107,MORENA-PT-Partido Verde,3,21013.049682006847,NAYARIT,40-44,-21013.049682006847
18,2,Hombres,42,31972.47891583961,MORENA-PT-Partido Verde,3,34283.233224114956,NAYARIT,40-44,-34283.233224114956
2,2,Hombres,35,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,BAJA CALIFORNIA,35-39,-29893.47248597031
2,2,Hombres,45,31105.24406807888,MORENA-PT-Partido Verde,3,33353.320513119885,BAJA CALIFORNIA,45-49,-33353.320513119885
15,1,Hombres,38,147547.98439449814,PAN-PRI-PRD,3,158211.75374170442,MEXICO,35-39,-158211.75374170442
15,2,Hombres,42,31972.47891583961,MORENA-PT-Partido Verde,3,34283.233224114956,MEXICO,40-44,-34283.233224114956
15,2,Hombres,34,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,MEXICO,30-34,-27571.474865679284
17,2,Hombres,37,22474.447832407703,MORENA-PT-Partido Verde,3,24098.74875982554,MORELOS,35-39,-24098.74875982554
17,2,Hombres,43,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,MORELOS,40-44,-27571.474865679284
17,2,Hombres,31,25091.3825698407,MORENA-PT-Partido Verde,3,26904.81782227964,MORELOS,30-34,-26904.81782227964
27,2,Hombres,36,21338.69605293412,MORENA-PT-Partido Verde,3,22880.91253127129,TABASCO,35-39,-22880.91253127129
27,2,Hombres,48,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,TABASCO,45-49,-29893.47248597031
7,2,Hombres,37,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,CIUDAD DE MEXICO,35-39,-27571.474865679284
5,2,Hombres,39,29488.992930990375,MORENA-PT-Partido Verde,3,31620.25768657455,CHIAPAS,35-39,-31620.25768657455
5,2,Hombres,30,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,CHIAPAS,30-34,-27571.474865679284
28,9,Hombres,40,45295.42948137137,NS,3,48569.07645428118,TAMAULIPAS,40-44,-48569.07645428118
28,2,Hombres,43,23477.138081086177,MORENA-PT-Partido Verde,3,25173.906671023968,TAMAULIPAS,40-44,-25173.906671023968
28,2,Hombres,48,44342.23346710347,MORENA-PT-Partido Verde,3,47546.98988565875,TAMAULIPAS,45-49,-47546.98988565875
28,2,Hombres,31,22474.447832407703,MORENA-PT-Partido Verde,3,24098.74875982554,TAMAULIPAS,30-34,-24098.74875982554
28,2,Hombres,34,141149.12653710257,MORENA-PT-Partido Verde,3,151350.42976146177,TAMAULIPAS,30-34,-151350.42976146177
16,2,Hombres,42,50853.748501259826,MORENA-PT-Partido Verde,3,54529.11314065976,MICHOACAN  DE OCAMPO,40-44,-54529.11314065976
16,2,Hombres,49,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,MICHOACAN  DE OCAMPO,45-49,-29893.47248597031
31,1,Hombres,45,40216.85132048619,PAN-PRI-PRD,3,43123.453048137744,YUCATAN,45-49,-43123.453048137744
30,2,Hombres,37,30097.42784850173,MORENA-PT-Partido Verde,3,32272.666160551307,VERACRUZ DE IGNACIO DE LA LLAVE,35-39,-32272.666160551307
16,2,Hombres,48,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,MICHOACAN  DE OCAMPO,45-49,-29289.160630562536
16,2,Hombres,46,89723.69409558181,MORENA-PT-Partido Verde,3,96208.31523589104,MICHOACAN  DE OCAMPO,45-49,-96208.31523589104
26,2,Hombres,36,51902.99410781257,MORENA-PT-Partido Verde,3,55654.19111579934,SONORA,35-39,-55654.19111579934
26,9,Hombres,40,55303.0525300617,NS,3,59299.98274091588,SONORA,40-44,-59299.98274091588
8,2,Hombres,45,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,COAHUILA DE ZARAGOZA,45-49,-29289.160630562536
32,2,Hombres,47,43145.71517496528,MORENA-PT-Partido Verde,3,46263.99535232055,ZACATECAS,45-49,-46263.99535232055
32,2,Hombres,42,29488.992930990375,MORENA-PT-Partido Verde,3,31620.25768657455,ZACATECAS,40-44,-31620.25768657455
32,2,Hombres,47,43145.71517496528,MORENA-PT-Partido Verde,3,46263.99535232055,ZACATECAS,45-49,-46263.99535232055
2,3,Hombres,35,96251.79392990058,Movimiento Ciudadano,3,103208.2219281238,BAJA CALIFORNIA,35-39,-103208.2219281238
20,2,Hombres,34,26540.776851640338,MORENA-PT-Partido Verde,3,28458.96450973021,OAXACA,30-34,-28458.96450973021
26,1,Hombres,38,148090.78565130086,PAN-PRI-PRD,3,158793.7849983453,SONORA,35-39,-158793.7849983453
26,1,Hombres,40,144565.22632739958,PAN-PRI-PRD,3,155013.42211610157,SONORA,40-44,-155013.42211610157
26,1,Hombres,30,202567.8846619717,PAN-PRI-PRD,3,217208.11989155776,SONORA,30-34,-217208.11989155776
26,2,Hombres,35,58191.21832886111,MORENA-PT-Partido Verde,3,62396.88560949823,SONORA,35-39,-62396.88560949823
26,2,Hombres,38,19596.730667832107,MORENA-PT-Partido Verde,3,21013.049682006847,SONORA,35-39,-21013.049682006847
26,2,Hombres,36,123829.1507646194,MORENA-PT-Partido Verde,3,132778.68340400647,SONORA,35-39,-132778.68340400647
12,3,Hombres,30,58784.49688699722,Movimiento Ciudadano,3,63033.04232505933,GUERRERO,30-34,-63033.04232505933
26,2,Hombres,42,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,SONORA,40-44,-27571.474865679284
25,1,Hombres,30,120566.49367207442,PAN-PRI-PRD,3,129280.22354643756,SINALOA,30-34,-129280.22354643756
5,2,Hombres,34,43145.71517496528,MORENA-PT-Partido Verde,3,46263.99535232055,CHIAPAS,30-34,-46263.99535232055
8,2,Hombres,40,26243.63418135249,MORENA-PT-Partido Verde,3,28140.346379020684,COAHUILA DE ZARAGOZA,40-44,-28140.346379020684
5,2,Hombres,41,29488.992930990375,MORENA-PT-Partido Verde,3,31620.25768657455,CHIAPAS,40-44,-31620.25768657455
5,2,Hombres,39,60639.20748553912,MORENA-PT-Partido Verde,3,65021.798848456354,CHIAPAS,35-39,-65021.798848456354
5,1,Hombres,38,117382.18291028026,PAN-PRI-PRD,3,125865.772361967,CHIAPAS,35-39,-125865.772361967
5,2,Hombres,31,33794.54887323587,MORENA-PT-Partido Verde,3,36236.99006181584,CHIAPAS,30-34,-36236.99006181584
5,2,Hombres,37,60639.20748553912,MORENA-PT-Partido Verde,3,65021.798848456354,CHIAPAS,35-39,-65021.798848456354
2,1,Hombres,48,45042.94606522011,PAN-PRI-PRD,3,48298.345246234414,BAJA CALIFORNIA,45-49,-48298.345246234414
5,1,Hombres,31,117382.18291028026,PAN-PRI-PRD,3,125865.772361967,CHIAPAS,30-34,-125865.772361967
19,2,Hombres,45,24104.120134520825,MORENA-PT-Partido Verde,3,25846.20274233628,NUEVO LEON,45-49,-25846.20274233628
19,2,Hombres,33,21380.106886514182,MORENA-PT-Partido Verde,3,22925.31625953294,NUEVO LEON,30-34,-22925.31625953294
19,2,Hombres,42,17173.064970791445,MORENA-PT-Partido Verde,3,18414.217837668133,NUEVO LEON,40-44,-18414.217837668133
24,2,Hombres,38,50853.748501259826,MORENA-PT-Partido Verde,3,54529.11314065976,SAN LUIS POTOSI,35-39,-54529.11314065976
7,2,Hombres,35,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,CIUDAD DE MEXICO,35-39,-29289.160630562536
7,1,Hombres,42,29787.56579620404,PAN-PRI-PRD,3,31940.409377016083,CIUDAD DE MEXICO,40-44,-31940.409377016083
32,2,Hombres,33,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,ZACATECAS,30-34,-29289.160630562536
32,2,Hombres,38,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,ZACATECAS,35-39,-27571.474865679284
32,2,Hombres,32,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,ZACATECAS,30-34,-27571.474865679284
32,2,Hombres,33,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,ZACATECAS,30-34,-29289.160630562536
32,2,Hombres,31,40615.40091616705,MORENA-PT-Partido Verde,3,43550.80711023815,ZACATECAS,30-34,-43550.80711023815
32,2,Hombres,33,40615.40091616705,MORENA-PT-Partido Verde,3,43550.80711023815,ZACATECAS,30-34,-43550.80711023815
8,2,Hombres,35,31816.051281586464,MORENA-PT-Partido Verde,3,34115.500059541955,COAHUILA DE ZARAGOZA,35-39,-34115.500059541955
21,2,Hombres,44,26243.63418135249,MORENA-PT-Partido Verde,3,28140.346379020684,PUEBLA,40-44,-28140.346379020684
11,8,Hombres,43,118051.68313109044,Ninguno,3,126583.65952592604,GUANAJUATO,40-44,-126583.65952592604
14,2,Hombres,46,66488.38490888552,MORENA-PT-Partido Verde,3,71293.71521445534,JALISCO,45-49,-71293.71521445534
14,3,Hombres,36,88775.36453352113,Movimiento Ciudadano,3,95191.44683369336,JALISCO,35-39,-95191.44683369336
14,2,Hombres,44,32472.499488629343,MORENA-PT-Partido Verde,3,34819.39189854646,JALISCO,40-44,-34819.39189854646
14,3,Hombres,43,133435.942642235,Movimiento Ciudadano,3,143079.78915632467,JALISCO,40-44,-143079.78915632467
28,2,Hombres,45,20170.85822791241,MORENA-PT-Partido Verde,3,21628.671295033346,TAMAULIPAS,45-49,-21628.671295033346
20,2,Hombres,37,15048.713924250866,MORENA-PT-Partido Verde,3,16136.333080275654,OAXACA,35-39,-16136.333080275654
9,2,Hombres,40,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,COLIMA,40-44,-29893.47248597031
9,2,Hombres,39,19596.730667832107,MORENA-PT-Partido Verde,3,21013.049682006847,COLIMA,35-39,-21013.049682006847
16,9,Hombres,32,58748.3983647789,NS,3,62994.33484605795,MICHOACAN  DE OCAMPO,30-34,-62994.33484605795
16,2,Hombres,45,90728.59880502288,MORENA-PT-Partido Verde,3,97285.84765408312,MICHOACAN  DE OCAMPO,45-49,-97285.84765408312
16,2,Hombres,34,156232.83751963018,MORENA-PT-Partido Verde,3,167524.28925044092,MICHOACAN  DE OCAMPO,30-34,-167524.28925044092
25,2,Hombres,35,70041.23159790892,MORENA-PT-Partido Verde,3,75103.33760782475,SINALOA,35-39,-75103.33760782475
25,2,Hombres,39,71930.5714310894,MORENA-PT-Partido Verde,3,77129.22613248487,SINALOA,35-39,-77129.22613248487
25,1,Hombres,49,90870.19132733469,PAN-PRI-PRD,3,97437.67352526388,SINALOA,45-49,-97437.67352526388
12,2,Hombres,30,29488.992930990375,MORENA-PT-Partido Verde,3,31620.25768657455,GUERRERO,30-34,-31620.25768657455
12,2,Hombres,48,19596.730667832107,MORENA-PT-Partido Verde,3,21013.049682006847,GUERRERO,45-49,-21013.049682006847
12,2,Hombres,43,31326.138880747196,MORENA-PT-Partido Verde,3,33590.18010729272,GUERRERO,40-44,-33590.18010729272
16,2,Hombres,39,25091.3825698407,MORENA-PT-Partido Verde,3,26904.81782227964,MICHOACAN  DE OCAMPO,35-39,-26904.81782227964
16,1,Hombres,46,37221.685592431466,PAN-PRI-PRD,3,39911.81701985015,MICHOACAN  DE OCAMPO,45-49,-39911.81701985015
8,3,Hombres,30,101226.03090780678,Movimiento Ciudadano,3,108541.96307701828,COAHUILA DE ZARAGOZA,30-34,-108541.96307701828
11,2,Hombres,37,34153.6773221871,MORENA-PT-Partido Verde,3,36622.07388359952,GUANAJUATO,35-39,-36622.07388359952
9,2,Hombres,42,31972.47891583961,MORENA-PT-Partido Verde,3,34283.233224114956,COLIMA,40-44,-34283.233224114956
9,2,Hombres,47,55136.51841393472,MORENA-PT-Partido Verde,3,59121.412666384545,COLIMA,45-49,-59121.412666384545
9,2,Hombres,37,29983.349976352096,MORENA-PT-Partido Verde,3,32150.343512160125,COLIMA,35-39,-32150.343512160125
25,2,Hombres,48,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,SINALOA,45-49,-27571.474865679284
25,2,Hombres,48,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,SINALOA,45-49,-29893.47248597031
25,2,Hombres,35,59439.32777051248,MORENA-PT-Partido Verde,3,63735.19995134163,SINALOA,35-39,-63735.19995134163
14,1,Hombres,38,147547.98439449814,PAN-PRI-PRD,3,158211.75374170442,JALISCO,35-39,-158211.75374170442
9,2,Hombres,42,44193.9645485128,MORENA-PT-Partido Verde,3,47388.00509347821,COLIMA,40-44,-47388.00509347821
9,2,Hombres,47,20001.06238696805,MORENA-PT-Partido Verde,3,21446.603760298145,COLIMA,45-49,-21446.603760298145
30,2,Hombres,45,20881.24181253514,MORENA-PT-Partido Verde,3,22390.39659554292,VERACRUZ DE IGNACIO DE LA LLAVE,45-49,-22390.39659554292
15,2,Hombres,40,94447.78129168005,MORENA-PT-Partido Verde,3,101273.82747037263,MEXICO,40-44,-101273.82747037263
15,2,Hombres,42,27315.016194697764,MORENA-PT-Partido Verde,3,29289.160630562536,MEXICO,40-44,-29289.160630562536
15,2,Hombres,32,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,MEXICO,30-34,-29893.47248597031
15,2,Hombres,35,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,MEXICO,35-39,-27571.474865679284
15,2,Hombres,42,23334.211019823273,MORENA-PT-Partido Verde,3,25020.649809452127,MEXICO,40-44,-25020.649809452127
9,2,Hombres,42,51902.99410781257,MORENA-PT-Partido Verde,3,55654.19111579934,COLIMA,40-44,-55654.19111579934
9,2,Hombres,46,38397.390110757835,MORENA-PT-Partido Verde,3,41172.493500723824,COLIMA,45-49,-41172.493500723824
9,2,Hombres,41,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,COLIMA,40-44,-29893.47248597031
9,3,Hombres,47,95731.52769632133,Movimiento Ciudadano,3,102650.35437361294,COLIMA,45-49,-102650.35437361294
30,2,Hombres,42,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-27571.474865679284
30,2,Hombres,40,27878.59629606423,MORENA-PT-Partido Verde,3,29893.47248597031,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-29893.47248597031
15,2,Hombres,32,44342.23346710347,MORENA-PT-Partido Verde,3,47546.98988565875,MEXICO,30-34,-47546.98988565875
15,2,Hombres,34,47104.727079818505,MORENA-PT-Partido Verde,3,50509.13783340259,MEXICO,30-34,-50509.13783340259
15,2,Hombres,34,34491.81865128962,MORENA-PT-Partido Verde,3,36984.653778603875,MEXICO,30-34,-36984.653778603875
15,9,Hombres,40,33289.214883426466,NS,3,35695.13395255665,MEXICO,40-44,-35695.13395255665
15,2,Hombres,47,25713.105676434927,MORENA-PT-Partido Verde,3,27571.474865679284,MEXICO,45-49,-27571.474865679284
15,8,Hombres,33,88252.00006737375,Ninguno,3,94630.25712734074,MEXICO,30-34,-94630.25712734074
29,2,Hombres,32,34539.50135634305,MORENA-PT-Partido Verde,3,37035.782666745654,TLAXCALA,30-34,-37035.782666745654
3,2,Hombres,31,37448.32797320633,MORENA-PT-Partido Verde,3,40154.839577438695,BAJA CALIFORNIA SUR,30-34,-40154.839577438695
18,2,Hombres,38,16423.972628936746,MORENA-PT-Partido Verde,3,17610.986173029196,NAYARIT,35-39,-17610.986173029196
11,2,Hombres,37,34539.50135634305,MORENA-PT-Partido Verde,3,37035.782666745654,GUANAJUATO,35-39,-37035.782666745654
1,1,Hombres,47,198195.96556124912,PAN-PRI-PRD,3,212520.22807805252,AGUASCALIENTES,45-49,-212520.22807805252
11,2,Hombres,35,37872.335414206325,MORENA-PT-Partido Verde,3,40609.49140555708,GUANAJUATO,35-39,-40609.49140555708
29,3,Hombres,30,269923.53485408734,Movimiento Ciudadano,3,289431.7804521473,TLAXCALA,30-34,-289431.7804521473
4,3,Hombres,39,85126.25882524485,Movimiento Ciudadano,3,91278.60847087542,CAMPECHE,35-39,-91278.60847087542
15,1,Hombres,43,194189.33261692096,PAN-PRI-PRD,3,208224.0228311777,MEXICO,40-44,-208224.0228311777
15,1,Hombres,35,194189.33261692096,PAN-PRI-PRD,3,208224.0228311777,MEXICO,35-39,-208224.0228311777
15,1,Hombres,45,175591.9201059088,PAN-PRI-PRD,3,188282.51525654172,MEXICO,45-49,-188282.51525654172
2,2,Hombres,35,57738.27099941896,MORENA-PT-Partido Verde,3,61911.20231373688,BAJA CALIFORNIA,35-39,-61911.20231373688
2,2,Hombres,33,71350.04581900193,MORENA-PT-Partido Verde,3,76506.74405956974,BAJA CALIFORNIA,30-34,-76506.74405956974
9,8,Hombres,32,82791.22915371996,Ninguno,3,88774.81866387183,COLIMA,30-34,-88774.81866387183
9,2,Hombres,38,18501.860438625212,MORENA-PT-Partido Verde,3,19839.04964538646,COLIMA,35-39,-19839.04964538646
21,2,Hombres,31,34539.50135634305,MORENA-PT-Partido Verde,3,37035.782666745654,PUEBLA,30-34,-37035.782666745654
14,3,Hombres,38,89911.09989448421,Movimiento Ciudadano,3,96409.26545711832,JALISCO,35-39,-96409.26545711832
15,2,Hombres,40,37448.32797320633,MORENA-PT-Partido Verde,3,40154.839577438695,MEXICO,40-44,-40154.839577438695
2,2,Hombres,42,36691.29084511665,MORENA-PT-Partido Verde,3,39343.08893120542,BAJA CALIFORNIA,40-44,-39343.08893120542
15,2,Hombres,43,42784.71174726592,MORENA-PT-Partido Verde,3,45876.90104101925,MEXICO,40-44,-45876.90104101925
17,2,Hombres,42,26866.716534988656,MORENA-PT-Partido Verde,3,28808.46090663577,MORELOS,40-44,-28808.46090663577
17,2,Hombres,44,48553.02659743589,MORENA-PT-Partido Verde,3,52062.11063452786,MORELOS,40-44,-52062.11063452786
28,9,Hombres,46,118731.67542486616,NS,3,127312.7970588486,TAMAULIPAS,45-49,-127312.7970588486
5,2,Hombres,30,168756.39729548767,MORENA-PT-Partido Verde,3,180952.9671368829,CHIAPAS,30-34,-180952.9671368829
5,1,Hombres,46,194189.33261692096,PAN-PRI-PRD,3,208224.0228311777,CHIAPAS,45-49,-208224.0228311777
5,1,Hombres,43,139318.09605145207,PAN-PRI-PRD,3,149387.06478919115,CHIAPAS,40-44,-149387.06478919115
5,2,Hombres,37,45395.016896534165,MORENA-PT-Partido Verde,3,48675.86137356129,CHIAPAS,35-39,-48675.86137356129
30,2,Hombres,42,34539.50135634305,MORENA-PT-Partido Verde,3,37035.782666745654,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-37035.782666745654
16,8,Hombres,45,45860.93200249489,Ninguno,3,49175.44966893041,MICHOACAN  DE OCAMPO,45-49,-49175.44966893041
2,2,Hombres,42,42079.289447799325,MORENA-PT-Partido Verde,3,45120.49559376681,BAJA CALIFORNIA,40-44,-45120.49559376681
2,2,Hombres,39,37448.32797320633,MORENA-PT-Partido Verde,3,40154.839577438695,BAJA CALIFORNIA,35-39,-40154.839577438695
24,1,Hombres,49,382616.9322453803,PAN-PRI-PRD,3,410269.8936229573,SAN LUIS POTOSI,45-49,-410269.8936229573
24,2,Hombres,35,26323.592101198206,MORENA-PT-Partido Verde,3,28226.083115962527,SAN LUIS POTOSI,35-39,-28226.083115962527
24,1,Hombres,30,61960.09433597559,PAN-PRI-PRD,3,66438.15045745674,SAN LUIS POTOSI,30-34,-66438.15045745674
8,1,Hombres,36,240672.39408770253,PAN-PRI-PRD,3,258066.56527427208,COAHUILA DE ZARAGOZA,35-39,-258066.56527427208
2,2,Hombres,41,26866.716534988656,MORENA-PT-Partido Verde,3,28808.46090663577,BAJA CALIFORNIA,40-44,-28808.46090663577
20,1,Hombres,46,68472.60064126688,PAN-PRI-PRD,3,73421.33662595895,OAXACA,45-49,-73421.33662595895
12,1,Hombres,34,152483.45298181608,PAN-PRI-PRD,3,163503.924583218,GUERRERO,30-34,-163503.924583218
16,9,Hombres,32,172874.44454474698,NS,3,185368.63896032536,MICHOACAN  DE OCAMPO,30-34,-185368.63896032536
21,1,Hombres,46,103208.23434698468,PAN-PRI-PRD,3,110667.4267603898,PUEBLA,45-49,-110667.4267603898
25,1,Hombres,33,39197.8351757569,PAN-PRI-PRD,3,42030.78931565546,SINALOA,30-34,-42030.78931565546
5,1,Hombres,39,142192.59212113044,PAN-PRI-PRD,3,152469.30997318166,CHIAPAS,35-39,-152469.30997318166
30,2,Hombres,36,20812.90638683302,MORENA-PT-Partido Verde,3,22317.122347931974,VERACRUZ DE IGNACIO DE LA LLAVE,35-39,-22317.122347931974
2,2,Hombres,37,36691.29084511665,MORENA-PT-Partido Verde,3,39343.08893120542,BAJA CALIFORNIA,35-39,-39343.08893120542
5,1,Hombres,39,139318.09605145207,PAN-PRI-PRD,3,149387.06478919115,CHIAPAS,35-39,-149387.06478919115
5,2,Hombres,41,26866.716534988656,MORENA-PT-Partido Verde,3,28808.46090663577,CHIAPAS,40-44,-28808.46090663577
5,2,Hombres,41,26866.716534988656,MORENA-PT-Partido Verde,3,28808.46090663577,CHIAPAS,40-44,-28808.46090663577
19,8,Hombres,40,115839.4898789558,Ninguno,3,124211.58392304958,NUEVO LEON,40-44,-124211.58392304958
2,2,Hombres,31,13433.358267494328,MORENA-PT-Partido Verde,3,14404.230453317885,BAJA CALIFORNIA,30-34,-14404.230453317885
2,2,Hombres,31,18724.16398660317,MORENA-PT-Partido Verde,3,20077.419788719348,BAJA CALIFORNIA,30-34,-20077.419788719348
21,2,Hombres,37,18724.16398660317,MORENA-PT-Partido Verde,3,20077.419788719348,PUEBLA,35-39,-20077.419788719348
21,1,Hombres,43,53509.66346335953,PAN-PRI-PRD,3,57376.97965450619,PUEBLA,40-44,-57376.97965450619
21,1,Hombres,45,86021.11975824434,PAN-PRI-PRD,3,92238.14389350952,PUEBLA,45-49,-92238.14389350952
30,8,Hombres,41,148731.03955291543,Ninguno,3,159480.31211716775,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-159480.31211716775
7,2,Hombres,43,36255.67170929856,MORENA-PT-Partido Verde,3,38875.986193583776,CIUDAD DE MEXICO,40-44,-38875.986193583776
11,2,Hombres,49,36691.29084511665,MORENA-PT-Partido Verde,3,39343.08893120542,GUANAJUATO,45-49,-39343.08893120542
28,2,Hombres,42,57956.10637465092,MORENA-PT-Partido Verde,3,62144.78135504919,TAMAULIPAS,40-44,-62144.78135504919
15,1,Hombres,32,50903.043301145495,PAN-PRI-PRD,3,54581.97063493366,MEXICO,30-34,-54581.97063493366
9,2,Hombres,40,37448.32797320633,MORENA-PT-Partido Verde,3,40154.839577438695,COLIMA,40-44,-40154.839577438695
9,3,Hombres,38,20266.161320050065,Movimiento Ciudadano,3,21730.862249426817,COLIMA,35-39,-21730.862249426817
9,2,Hombres,31,36691.29084511665,MORENA-PT-Partido Verde,3,39343.08893120542,COLIMA,30-34,-39343.08893120542
16,2,Hombres,44,30189.127332911667,MORENA-PT-Partido Verde,3,32370.993062848505,MICHOACAN  DE OCAMPO,40-44,-32370.993062848505
9,3,Hombres,36,84598.4049516566,Movimiento Ciudadano,3,90712.60489310736,COLIMA,35-39,-90712.60489310736
25,2,Hombres,37,42947.49505468535,MORENA-PT-Partido Verde,3,46051.449223784286,SINALOA,35-39,-46051.449223784286
9,2,Hombres,39,36691.29084511665,MORENA-PT-Partido Verde,3,39343.08893120542,COLIMA,35-39,-39343.08893120542
9,2,Hombres,47,26866.716534988656,MORENA-PT-Partido Verde,3,28808.46090663577,COLIMA,45-49,-28808.46090663577
9,2,Hombres,41,26866.716534988656,MORENA-PT-Partido Verde,3,28808.46090663577,COLIMA,40-44,-28808.46090663577
9,1,Hombres,34,74976.3765405448,PAN-PRI-PRD,3,80395.16141380988,COLIMA,30-34,-80395.16141380988
15,2,Hombres,44,73183.61067628974,MORENA-PT-Partido Verde,3,78472.82657070081,MEXICO,40-44,-78472.82657070081
30,1,Hombres,40,142192.59212113044,PAN-PRI-PRD,3,152469.30997318166,VERACRUZ DE IGNACIO DE LA LLAVE,40-44,-152469.30997318166
15,2,Hombres,48,30695.22151609633,MORENA-PT-Partido Verde,3,32913.66430711327,MEXICO,45-49,-32913.66430711327
15,8,Hombres,42,73819.61861857469,Ninguno,3,79154.80086100029,MEXICO,40-44,-79154.80086100029
7,2,Hombres,76,36819.96993671686,MORENA-PT-Partido Verde,3,39481.068076332376,CIUDAD DE MEXICO,65-100,-39481.068076332376
7,2,Hombres,81,47816.45991436137,MORENA-PT-Partido Verde,3,51272.3098984815,CIUDAD DE MEXICO,65-100,-51272.3098984815
7,2,Hombres,78,32468.907665249357,MORENA-PT-Partido Verde,3,34815.5404824908,CIUDAD DE MEXICO,65-100,-34815.5404824908
7,2,Hombres,68,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,CIUDAD DE MEXICO,65-100,-33729.821723479676
18,3,Hombres,67,28468.329932641205,Movimiento Ciudadano,3,30525.828077042657,NAYARIT,65-100,-30525.828077042657
18,9,Hombres,79,29911.41185989735,NS,3,32073.20619570076,NAYARIT,65-100,-32073.20619570076
18,2,Hombres,53,18409.98496835843,MORENA-PT-Partido Verde,3,19740.534038166188,NAYARIT,50-54,-19740.534038166188
11,9,Hombres,64,62704.12118883923,NS,3,67235.95053385592,GUANAJUATO,60-64,-67235.95053385592
17,2,Hombres,51,31456.3683897356,MORENA-PT-Partido Verde,3,33729.821723479676,MORELOS,50-54,-33729.821723479676
6,2,Hombres,60,33416.08060902027,MORENA-PT-Partido Verde,3,35831.168673859545,CHIHUAHUA,60-64,-35831.168673859545
6,9,Hombres,55,42831.86067898834,NS,3,45927.45757830754,CHIHUAHUA,55-59,-45927.45757830754
12,2,Hombres,55,27004.135134272354,MORENA-PT-Partido Verde,3,28955.811191891265,GUERRERO,55-59,-28955.811191891265
12,1,Hombres,74,139525.83836057992,PAN-PRI-PRD,3,149609.82130591583,GUERRERO,65-100,-149609.82130591583
