estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,N_estado,rango_edad,total
11,98,Mujeres,66,80538.27285046727,NS,1,85702.10301659415,GUANAJUATO,65-100,85702.10301659415
11,7,Mujeres,18,78515.7548142523,MORENA-PT-Partido Verde,1,83549.90825306304,GUANAJUATO,18-18,83549.90825306304
11,1,Hombres,26,305156.41778886097,PAN-PRI-PRD,1,324721.9716528112,GUANAJUATO,25-29,-324721.9716528112
11,6,Mujeres,23,78515.7548142523,Movimiento Ciudadano,1,83549.90825306304,GUANAJUATO,20-24,83549.90825306304
11,99,Mujeres,61,123472.20042678168,NR,1,131388.8026914673,GUANAJUATO,60-64,131388.8026914673
11,7,Mujeres,36,149288.59189435656,MORENA-PT-Partido Verde,1,158860.45017984512,GUANAJUATO,35-39,158860.45017984512
11,98,Mujeres,34,66691.17979968285,NS,1,70967.18316895794,GUANAJUATO,30-34,70967.18316895794
11,98,Hombres,46,134682.58759377582,NS,1,143317.96036815897,GUANAJUATO,45-49,-143317.96036815897
11,7,Mujeres,67,80538.27285046727,MORENA-PT-Partido Verde,1,85702.10301659415,GUANAJUATO,65-100,85702.10301659415
19,96,Hombres,39,73773.80829964762,Ninguno,1,78503.92484281075,NUEVO LEON,35-39,-78503.92484281075
19,7,Mujeres,53,123340.94873563586,MORENA-PT-Partido Verde,1,131249.1356045338,NUEVO LEON,50-54,131249.1356045338
19,7,Hombres,53,61627.030218069965,MORENA-PT-Partido Verde,1,65578.3381667732,NUEVO LEON,50-54,-65578.3381667732
19,6,Hombres,19,93362.60079803366,Movimiento Ciudadano,1,99348.68166773474,NUEVO LEON,19-19,-99348.68166773474
19,7,Mujeres,43,46187.01008877265,MORENA-PT-Partido Verde,1,49148.358371252325,NUEVO LEON,40-44,49148.358371252325
19,6,Hombres,18,109985.06474170896,Movimiento Ciudadano,1,117036.91940701992,NUEVO LEON,18-18,-117036.91940701992
19,6,Hombres,47,81473.45050169609,Movimiento Ciudadano,1,86697.24096241569,NUEVO LEON,45-49,-86697.24096241569
19,6,Hombres,20,94361.29607523646,Movimiento Ciudadano,1,100411.40976581468,NUEVO LEON,20-24,-100411.40976581468
19,7,Hombres,73,29766.92943877131,MORENA-PT-Partido Verde,1,31675.480029051392,NUEVO LEON,65-100,-31675.480029051392
19,1,Hombres,37,72993.0056083474,PAN-PRI-PRD,1,77673.05983519275,NUEVO LEON,35-39,-77673.05983519275
22,98,Mujeres,40,93226.59931633758,NS,1,99203.9602504234,QUERETARO,40-44,99203.9602504234
22,1,Mujeres,58,80452.66018237636,PAN-PRI-PRD,1,85611.001166001,QUERETARO,55-59,85611.001166001
22,2,Mujeres,23,555677.5568752568,PAN-PRI-PRD,1,591305.6431164369,QUERETARO,20-24,591305.6431164369
22,98,Mujeres,32,67404.57216158914,NS,1,71726.31573447569,QUERETARO,30-34,71726.31573447569
22,5,Hombres,59,167843.33247281372,MORENA-PT-Partido Verde,1,178604.85532065996,QUERETARO,55-59,-178604.85532065996
22,7,Mujeres,57,80452.66018237636,MORENA-PT-Partido Verde,1,85611.001166001,QUERETARO,55-59,85611.001166001
22,1,Mujeres,72,80538.27285046727,PAN-PRI-PRD,1,85702.10301659415,QUERETARO,65-100,85702.10301659415
22,1,Mujeres,55,80452.66018237636,PAN-PRI-PRD,1,85611.001166001,QUERETARO,55-59,85611.001166001
22,6,Mujeres,30,67404.57216158914,Movimiento Ciudadano,1,71726.31573447569,QUERETARO,30-34,71726.31573447569
22,96,Mujeres,41,93226.59931633758,Ninguno,1,99203.9602504234,QUERETARO,40-44,99203.9602504234
24,7,Hombres,51,61627.030218069965,MORENA-PT-Partido Verde,1,65578.3381667732,SAN LUIS POTOSI,50-54,-65578.3381667732
24,7,Mujeres,74,80538.27285046727,MORENA-PT-Partido Verde,1,85702.10301659415,SAN LUIS POTOSI,65-100,85702.10301659415
24,99,Mujeres,22,114643.1618973979,NR,1,121993.67733302306,SAN LUIS POTOSI,20-24,121993.67733302306
24,5,Hombres,37,162710.97072577054,MORENA-PT-Partido Verde,1,173143.42462943838,SAN LUIS POTOSI,35-39,-173143.42462943838
24,98,Mujeres,51,80452.66018237636,NS,1,85611.001166001,SAN LUIS POTOSI,50-54,85611.001166001
24,7,Hombres,48,86055.53463174017,MORENA-PT-Partido Verde,1,91573.11217550766,SAN LUIS POTOSI,45-49,-91573.11217550766
24,7,Hombres,32,53367.094017436095,MORENA-PT-Partido Verde,1,56788.80397237173,SAN LUIS POTOSI,30-34,-56788.80397237173
24,98,Mujeres,40,63848.17631459832,NS,1,67941.89632170173,SAN LUIS POTOSI,40-44,67941.89632170173
24,7,Mujeres,38,66691.17979968285,MORENA-PT-Partido Verde,1,70967.18316895794,SAN LUIS POTOSI,35-39,70967.18316895794
24,98,Hombres,28,136321.47820233667,NS,1,145061.93086562157,SAN LUIS POTOSI,25-29,-145061.93086562157
24,1,Mujeres,19,78515.7548142523,PAN-PRI-PRD,1,83549.90825306304,SAN LUIS POTOSI,19-19,83549.90825306304
24,2,Hombres,20,94361.29607523646,PAN-PRI-PRD,1,100411.40976581468,SAN LUIS POTOSI,20-24,-100411.40976581468
24,7,Hombres,23,93362.60079803366,MORENA-PT-Partido Verde,1,99348.68166773474,SAN LUIS POTOSI,20-24,-99348.68166773474
24,99,Hombres,64,43463.56879470543,NR,1,46250.29962125715,SAN LUIS POTOSI,60-64,-46250.29962125715
24,7,Hombres,45,58936.92345647432,MORENA-PT-Partido Verde,1,62715.75124197093,SAN LUIS POTOSI,45-49,-62715.75124197093
24,98,Mujeres,59,58198.49590069521,NS,1,61929.978314195694,SAN LUIS POTOSI,55-59,61929.978314195694
24,7,Hombres,49,86055.53463174017,MORENA-PT-Partido Verde,1,91573.11217550766,SAN LUIS POTOSI,45-49,-91573.11217550766
24,98,Hombres,67,43463.56879470543,NS,1,46250.29962125715,SAN LUIS POTOSI,65-100,-46250.29962125715
24,4,Mujeres,32,150885.52482457424,MORENA-PT-Partido Verde,1,160559.77282052566,SAN LUIS POTOSI,30-34,160559.77282052566
24,7,Mujeres,32,97377.75228667424,MORENA-PT-Partido Verde,1,103621.27051683508,SAN LUIS POTOSI,30-34,103621.27051683508
1,7,Mujeres,73,61011.83856073572,MORENA-PT-Partido Verde,1,64923.70258885738,AGUASCALIENTES,65-100,64923.70258885738
1,7,Mujeres,33,69840.74266118516,MORENA-PT-Partido Verde,1,74318.68489925787,AGUASCALIENTES,30-34,74318.68489925787
1,4,Hombres,23,97771.75026892294,MORENA-PT-Partido Verde,1,104040.5302609036,AGUASCALIENTES,20-24,-104040.5302609036
1,1,Mujeres,51,84252.12379031607,PAN-PRI-PRD,1,89654.0729877673,AGUASCALIENTES,50-54,89654.0729877673
1,96,Mujeres,62,68047.50222083829,Ninguno,1,72410.46820286223,AGUASCALIENTES,60-64,72410.46820286223
1,7,Hombres,84,50764.943582995445,MORENA-PT-Partido Verde,1,54019.8128243847,AGUASCALIENTES,65-100,-54019.8128243847
1,7,Hombres,57,54997.609587579784,MORENA-PT-Partido Verde,1,58523.86245347503,AGUASCALIENTES,55-59,-58523.86245347503
1,7,Mujeres,58,60946.98260965252,MORENA-PT-Partido Verde,1,64854.68830280122,AGUASCALIENTES,55-59,64854.68830280122
1,99,Hombres,45,85321.12203291392,NR,1,90791.61162957276,AGUASCALIENTES,45-49,-90791.61162957276
1,7,Hombres,71,117364.2933865789,MORENA-PT-Partido Verde,1,124889.27818158452,AGUASCALIENTES,65-100,-124889.27818158452
5,99,Hombres,45,85321.12203291392,NR,1,90791.61162957276,CHIAPAS,45-49,-90791.61162957276
5,7,Hombres,63,50764.943582995445,MORENA-PT-Partido Verde,1,54019.8128243847,CHIAPAS,60-64,-54019.8128243847
5,7,Hombres,58,54997.609587579784,MORENA-PT-Partido Verde,1,58523.86245347503,CHIAPAS,55-59,-58523.86245347503
5,6,Mujeres,29,216828.44411355836,Movimiento Ciudadano,1,230730.71965237943,CHIAPAS,25-29,230730.71965237943
5,7,Mujeres,35,82275.32799580347,MORENA-PT-Partido Verde,1,87550.53201491036,CHIAPAS,35-39,87550.53201491036
5,7,Hombres,64,31506.157703941222,MORENA-PT-Partido Verde,1,33526.22147998505,CHIAPAS,60-64,-33526.22147998505
5,7,Mujeres,33,153465.63151836646,MORENA-PT-Partido Verde,1,163305.3068609158,CHIAPAS,30-34,163305.3068609158
5,7,Hombres,39,65140.909936218726,MORENA-PT-Partido Verde,1,69317.51546638871,CHIAPAS,35-39,-69317.51546638871
5,97,Hombres,58,65227.78699327618,Ninguno,1,69409.96277411208,CHIAPAS,55-59,-69409.96277411208
5,7,Mujeres,43,66863.47527165871,MORENA-PT-Partido Verde,1,71150.52561927325,CHIAPAS,40-44,71150.52561927325
5,2,Hombres,49,124579.87864508748,PAN-PRI-PRD,1,132567.50133268026,CHIAPAS,45-49,-132567.50133268026
5,7,Mujeres,59,57701.82001802116,MORENA-PT-Partido Verde,1,61401.45732465546,CHIAPAS,55-59,61401.45732465546
5,7,Mujeres,30,158011.25639437357,MORENA-PT-Partido Verde,1,168142.381181117,CHIAPAS,30-34,168142.381181117
5,7,Mujeres,28,60115.929540224446,MORENA-PT-Partido Verde,1,63970.351039937144,CHIAPAS,25-29,63970.351039937144
5,6,Hombres,32,55887.412564033526,Movimiento Ciudadano,1,59470.716460315925,CHIAPAS,30-34,-59470.716460315925
5,7,Mujeres,26,70069.55899819177,MORENA-PT-Partido Verde,1,74562.17213323954,CHIAPAS,25-29,74562.17213323954
5,7,Hombres,37,76440.1789872561,MORENA-PT-Partido Verde,1,81341.25382022902,CHIAPAS,35-39,-81341.25382022902
5,7,Hombres,30,76440.1789872561,MORENA-PT-Partido Verde,1,81341.25382022902,CHIAPAS,30-34,-81341.25382022902
5,2,Hombres,41,124579.87864508748,PAN-PRI-PRD,1,132567.50133268026,CHIAPAS,40-44,-132567.50133268026
5,2,Mujeres,35,69840.74266118516,PAN-PRI-PRD,1,74318.68489925787,CHIAPAS,35-39,74318.68489925787
11,7,Hombres,38,76440.1789872561,MORENA-PT-Partido Verde,1,81341.25382022902,GUANAJUATO,35-39,-81341.25382022902
11,1,Hombres,43,100511.86503389402,PAN-PRI-PRD,1,106956.33152598471,GUANAJUATO,40-44,-106956.33152598471
11,7,Hombres,76,62920.83535472798,MORENA-PT-Partido Verde,1,66955.09752826503,GUANAJUATO,65-100,-66955.09752826503
11,7,Hombres,65,62920.83535472798,MORENA-PT-Partido Verde,1,66955.09752826503,GUANAJUATO,65-100,-66955.09752826503
11,97,Hombres,73,62920.83535472798,Ninguno,1,66955.09752826503,GUANAJUATO,65-100,-66955.09752826503
11,1,Mujeres,55,126791.98289433634,PAN-PRI-PRD,1,134921.43790895326,GUANAJUATO,55-59,134921.43790895326
11,1,Hombres,59,175769.9147899206,PAN-PRI-PRD,1,187039.6621555605,GUANAJUATO,55-59,-187039.6621555605
11,7,Mujeres,75,61011.83856073572,MORENA-PT-Partido Verde,1,64923.70258885738,GUANAJUATO,65-100,64923.70258885738
11,7,Hombres,46,85321.12203291392,MORENA-PT-Partido Verde,1,90791.61162957276,GUANAJUATO,45-49,-90791.61162957276
11,99,Mujeres,62,157320.11997242668,NR,1,167406.93152797897,GUANAJUATO,60-64,167406.93152797897
11,7,Mujeres,48,48368.24143145348,MORENA-PT-Partido Verde,1,51469.44257901197,GUANAJUATO,45-49,51469.44257901197
11,6,Mujeres,21,82223.74597812981,Movimiento Ciudadano,1,87495.64274008473,GUANAJUATO,20-24,87495.64274008473
11,7,Hombres,32,55887.412564033526,MORENA-PT-Partido Verde,1,59470.716460315925,GUANAJUATO,30-34,-59470.716460315925
11,1,Mujeres,56,126791.98289433634,PAN-PRI-PRD,1,134921.43790895326,GUANAJUATO,55-59,134921.43790895326
11,7,Mujeres,36,70587.82574644456,MORENA-PT-Partido Verde,1,75113.66831855384,GUANAJUATO,35-39,75113.66831855384
11,2,Mujeres,50,157152.88773937116,PAN-PRI-PRD,1,167228.9769536162,GUANAJUATO,50-54,167228.9769536162
11,7,Mujeres,72,84341.77960895107,MORENA-PT-Partido Verde,1,89749.47722146573,GUANAJUATO,65-100,89749.47722146573
11,6,Hombres,28,184321.43990562056,Movimiento Ciudadano,1,196139.48091844152,GUANAJUATO,25-29,-196139.48091844152
11,7,Mujeres,21,82223.74597812981,MORENA-PT-Partido Verde,1,87495.64274008473,GUANAJUATO,20-24,87495.64274008473
11,7,Mujeres,38,59516.99208251946,MORENA-PT-Partido Verde,1,63333.01182363643,GUANAJUATO,35-39,63333.01182363643
19,4,Mujeres,28,96863.02595911513,MORENA-PT-Partido Verde,1,103073.54175150968,NUEVO LEON,25-29,103073.54175150968
19,7,Hombres,38,77257.85592738575,MORENA-PT-Partido Verde,1,82211.35732353352,NUEVO LEON,35-39,-82211.35732353352
19,7,Hombres,72,43092.64329119912,MORENA-PT-Partido Verde,1,45855.591681939884,NUEVO LEON,65-100,-45855.591681939884
19,2,Mujeres,87,84341.77960895107,PAN-PRI-PRD,1,89749.47722146573,NUEVO LEON,65-100,89749.47722146573
19,7,Hombres,46,173498.0185536085,MORENA-PT-Partido Verde,1,184622.09994077432,NUEVO LEON,45-49,-184622.09994077432
19,6,Hombres,39,76440.1789872561,Movimiento Ciudadano,1,81341.25382022902,NUEVO LEON,35-39,-81341.25382022902
19,7,Hombres,65,31172.704771325258,MORENA-PT-Partido Verde,1,33171.388720716684,NUEVO LEON,65-100,-33171.388720716684
19,7,Mujeres,44,48368.24143145348,MORENA-PT-Partido Verde,1,51469.44257901197,NUEVO LEON,40-44,51469.44257901197
19,6,Hombres,71,126593.52264946002,Movimiento Ciudadano,1,134710.25309272722,NUEVO LEON,65-100,-134710.25309272722
19,1,Mujeres,48,97629.32597063897,PAN-PRI-PRD,1,103888.9742186445,NUEVO LEON,45-49,103888.9742186445
19,2,Mujeres,65,188799.56170372595,PAN-PRI-PRD,1,200904.72410132727,NUEVO LEON,65-100,200904.72410132727
19,6,Mujeres,65,84341.77960895107,Movimiento Ciudadano,1,89749.47722146573,NUEVO LEON,65-100,89749.47722146573
19,2,Hombres,32,76440.1789872561,PAN-PRI-PRD,1,81341.25382022902,NUEVO LEON,30-34,-81341.25382022902
19,98,Mujeres,78,84341.77960895107,NS,1,89749.47722146573,NUEVO LEON,65-100,89749.47722146573
19,7,Mujeres,24,59479.678265458286,MORENA-PT-Partido Verde,1,63293.30557615263,NUEVO LEON,20-24,63293.30557615263
19,6,Mujeres,19,96863.02595911513,Movimiento Ciudadano,1,103073.54175150968,NUEVO LEON,19-19,103073.54175150968
19,5,Mujeres,24,83103.28945785665,MORENA-PT-Partido Verde,1,88431.57944743226,NUEVO LEON,20-24,88431.57944743226
19,96,Hombres,50,64537.43315624713,Ninguno,1,68675.34588247829,NUEVO LEON,50-54,-68675.34588247829
19,6,Mujeres,29,83103.28945785665,Movimiento Ciudadano,1,88431.57944743226,NUEVO LEON,25-29,88431.57944743226
19,7,Hombres,23,98817.6100072203,MORENA-PT-Partido Verde,1,105153.44683907364,NUEVO LEON,20-24,-105153.44683907364
19,2,Mujeres,50,41740.80916863307,PAN-PRI-PRD,1,44417.082720509745,NUEVO LEON,50-54,44417.082720509745
19,7,Mujeres,53,42187.308608740794,MORENA-PT-Partido Verde,1,44892.21013085303,NUEVO LEON,50-54,44892.21013085303
19,7,Hombres,45,85321.12203291392,MORENA-PT-Partido Verde,1,90791.61162957276,NUEVO LEON,45-49,-90791.61162957276
19,2,Hombres,24,98817.6100072203,PAN-PRI-PRD,1,105153.44683907364,NUEVO LEON,20-24,-105153.44683907364
19,6,Hombres,55,121667.37911976724,Movimiento Ciudadano,1,129468.26260405472,NUEVO LEON,55-59,-129468.26260405472
19,6,Hombres,53,129846.03525912102,Movimiento Ciudadano,1,138171.30534615062,NUEVO LEON,50-54,-138171.30534615062
19,99,Hombres,46,173498.0185536085,NR,1,184622.09994077432,NUEVO LEON,45-49,-184622.09994077432
19,7,Hombres,29,97771.75026892294,MORENA-PT-Partido Verde,1,104040.5302609036,NUEVO LEON,25-29,-104040.5302609036
19,6,Mujeres,35,140516.02443115794,Movimiento Ciudadano,1,149525.41661329518,NUEVO LEON,35-39,149525.41661329518
19,6,Mujeres,28,70069.55899819177,Movimiento Ciudadano,1,74562.17213323954,NUEVO LEON,25-29,74562.17213323954
22,7,Mujeres,40,48885.63419762842,MORENA-PT-Partido Verde,1,52020.00874559829,QUERETARO,40-44,52020.00874559829
22,6,Mujeres,32,131665.29407502402,Movimiento Ciudadano,1,140107.208624631,QUERETARO,30-34,140107.208624631
22,7,Mujeres,58,42187.308608740794,MORENA-PT-Partido Verde,1,44892.21013085303,QUERETARO,55-59,44892.21013085303
22,97,Hombres,57,64537.43315624713,Ninguno,1,68675.34588247829,QUERETARO,55-59,-68675.34588247829
22,1,Mujeres,65,58381.11310222099,PAN-PRI-PRD,1,62124.30428697664,QUERETARO,65-100,62124.30428697664
22,7,Hombres,74,31172.704771325258,MORENA-PT-Partido Verde,1,33171.388720716684,QUERETARO,65-100,-33171.388720716684
22,7,Mujeres,70,41785.22711619501,MORENA-PT-Partido Verde,1,44464.34859030071,QUERETARO,65-100,44464.34859030071
22,7,Hombres,72,31172.704771325258,MORENA-PT-Partido Verde,1,33171.388720716684,QUERETARO,65-100,-33171.388720716684
22,6,Hombres,64,94690.2834146831,Movimiento Ciudadano,1,100761.49061382044,QUERETARO,60-64,-100761.49061382044
22,7,Mujeres,21,96863.02595911513,MORENA-PT-Partido Verde,1,103073.54175150968,QUERETARO,20-24,103073.54175150968
22,98,Mujeres,27,180675.61457006572,NS,1,192259.8981135265,QUERETARO,25-29,192259.8981135265
22,7,Hombres,58,65227.78699327618,MORENA-PT-Partido Verde,1,69409.96277411208,QUERETARO,55-59,-69409.96277411208
22,98,Hombres,24,198816.0087209413,NS,1,211563.3903943513,QUERETARO,20-24,-211563.3903943513
22,7,Hombres,24,83319.28133810611,MORENA-PT-Partido Verde,1,88661.41996569438,QUERETARO,20-24,-88661.41996569438
22,7,Mujeres,32,69840.74266118516,MORENA-PT-Partido Verde,1,74318.68489925787,QUERETARO,30-34,74318.68489925787
22,7,Hombres,31,77257.85592738575,MORENA-PT-Partido Verde,1,82211.35732353352,QUERETARO,30-34,-82211.35732353352
22,96,Mujeres,58,84252.12379031607,Ninguno,1,89654.0729877673,QUERETARO,55-59,89654.0729877673
22,7,Mujeres,32,131665.29407502402,MORENA-PT-Partido Verde,1,140107.208624631,QUERETARO,30-34,140107.208624631
22,1,Hombres,24,115179.22799194524,PAN-PRI-PRD,1,122564.11409597548,QUERETARO,20-24,-122564.11409597548
22,7,Hombres,60,45516.18268630742,MORENA-PT-Partido Verde,1,48434.51988033793,QUERETARO,60-64,-48434.51988033793
24,98,Mujeres,35,153465.63151836646,NS,1,163305.3068609158,SAN LUIS POTOSI,35-39,163305.3068609158
24,1,Hombres,65,62920.83535472798,PAN-PRI-PRD,1,66955.09752826503,SAN LUIS POTOSI,65-100,-66955.09752826503
24,7,Hombres,67,43553.603236286806,MORENA-PT-Partido Verde,1,46346.10675387067,SAN LUIS POTOSI,65-100,-46346.10675387067
24,1,Hombres,56,65227.78699327618,PAN-PRI-PRD,1,69409.96277411208,SAN LUIS POTOSI,55-59,-69409.96277411208
24,7,Hombres,59,65227.78699327618,MORENA-PT-Partido Verde,1,69409.96277411208,SAN LUIS POTOSI,55-59,-69409.96277411208
24,2,Mujeres,21,83103.28945785665,PAN-PRI-PRD,1,88431.57944743226,SAN LUIS POTOSI,20-24,88431.57944743226
24,6,Hombres,23,71483.48181259402,Movimiento Ciudadano,1,76066.75069457022,SAN LUIS POTOSI,20-24,-76066.75069457022
24,1,Hombres,43,159146.85718791193,PAN-PRI-PRD,1,169350.7926946622,SAN LUIS POTOSI,40-44,-169350.7926946622
24,6,Hombres,53,146012.77862919943,Movimiento Ciudadano,1,155374.60331502755,SAN LUIS POTOSI,50-54,-155374.60331502755
24,7,Mujeres,57,60946.98260965252,MORENA-PT-Partido Verde,1,64854.68830280122,SAN LUIS POTOSI,55-59,64854.68830280122
24,7,Hombres,51,47185.00401769407,MORENA-PT-Partido Verde,1,50210.34015307126,SAN LUIS POTOSI,50-54,-50210.34015307126
24,1,Mujeres,25,180675.61457006572,PAN-PRI-PRD,1,192259.8981135265,SAN LUIS POTOSI,25-29,192259.8981135265
24,7,Hombres,61,31172.704771325258,MORENA-PT-Partido Verde,1,33171.388720716684,SAN LUIS POTOSI,60-64,-33171.388720716684
24,6,Mujeres,74,68047.50222083829,Movimiento Ciudadano,1,72410.46820286223,SAN LUIS POTOSI,65-100,72410.46820286223
24,7,Hombres,41,61720.28320280442,MORENA-PT-Partido Verde,1,65677.57020418176,SAN LUIS POTOSI,40-44,-65677.57020418176
24,7,Mujeres,66,84341.77960895107,MORENA-PT-Partido Verde,1,89749.47722146573,SAN LUIS POTOSI,65-100,89749.47722146573
24,96,Mujeres,45,78767.98197296921,Ninguno,1,83818.30732812236,SAN LUIS POTOSI,45-49,83818.30732812236
24,7,Hombres,61,36722.75539822576,MORENA-PT-Partido Verde,1,39077.289030462154,SAN LUIS POTOSI,60-64,-39077.289030462154
24,2,Hombres,64,113161.70885671215,PAN-PRI-PRD,1,120417.23874533662,SAN LUIS POTOSI,60-64,-120417.23874533662
24,99,Hombres,43,85321.12203291392,NR,1,90791.61162957276,SAN LUIS POTOSI,40-44,-90791.61162957276
24,4,Mujeres,32,69840.74266118516,MORENA-PT-Partido Verde,1,74318.68489925787,SAN LUIS POTOSI,30-34,74318.68489925787
24,2,Mujeres,25,83103.28945785665,PAN-PRI-PRD,1,88431.57944743226,SAN LUIS POTOSI,25-29,88431.57944743226
24,98,Hombres,34,76440.1789872561,NS,1,81341.25382022902,SAN LUIS POTOSI,30-34,-81341.25382022902
24,98,Hombres,66,62920.83535472798,NS,1,66955.09752826503,SAN LUIS POTOSI,65-100,-66955.09752826503
24,4,Mujeres,51,596275.4152986406,MORENA-PT-Partido Verde,1,634506.4931186946,SAN LUIS POTOSI,50-54,634506.4931186946
24,6,Mujeres,24,185248.1177545347,Movimiento Ciudadano,1,197125.5740845849,SAN LUIS POTOSI,20-24,197125.5740845849
24,7,Mujeres,18,96863.02595911513,MORENA-PT-Partido Verde,1,103073.54175150968,SAN LUIS POTOSI,18-18,103073.54175150968
24,98,Mujeres,41,66863.47527165871,NS,1,71150.52561927325,SAN LUIS POTOSI,40-44,71150.52561927325
24,5,Hombres,28,83319.28133810611,MORENA-PT-Partido Verde,1,88661.41996569438,SAN LUIS POTOSI,25-29,-88661.41996569438
24,7,Hombres,33,172217.88073211073,MORENA-PT-Partido Verde,1,183259.88419451495,SAN LUIS POTOSI,30-34,-183259.88419451495
28,7,Mujeres,78,58381.11310222099,MORENA-PT-Partido Verde,1,62124.30428697664,TAMAULIPAS,65-100,62124.30428697664
28,1,Hombres,55,121667.37911976724,PAN-PRI-PRD,1,129468.26260405472,TAMAULIPAS,55-59,-129468.26260405472
28,7,Mujeres,47,67578.71066999131,MORENA-PT-Partido Verde,1,71911.61939021645,TAMAULIPAS,45-49,71911.61939021645
28,7,Mujeres,49,97629.32597063897,MORENA-PT-Partido Verde,1,103888.9742186445,TAMAULIPAS,45-49,103888.9742186445
28,7,Hombres,45,72709.08571433055,MORENA-PT-Partido Verde,1,77370.93599835965,TAMAULIPAS,45-49,-77370.93599835965
28,6,Mujeres,40,78767.98197296921,Movimiento Ciudadano,1,83818.30732812236,TAMAULIPAS,40-44,83818.30732812236
28,7,Mujeres,63,49224.75242054861,MORENA-PT-Partido Verde,1,52380.8700336156,TAMAULIPAS,60-64,52380.8700336156
28,99,Hombres,55,76027.8066729162,NR,1,80902.44164666321,TAMAULIPAS,55-59,-80902.44164666321
28,7,Mujeres,75,84341.77960895107,MORENA-PT-Partido Verde,1,89749.47722146573,TAMAULIPAS,65-100,89749.47722146573
28,6,Hombres,36,144106.69563366525,Movimiento Ciudadano,1,153346.30899656427,TAMAULIPAS,35-39,-153346.30899656427
32,7,Mujeres,38,82275.32799580347,MORENA-PT-Partido Verde,1,87550.53201491036,ZACATECAS,35-39,87550.53201491036
32,7,Mujeres,36,73768.60083593677,MORENA-PT-Partido Verde,1,78498.38349488254,ZACATECAS,35-39,78498.38349488254
32,7,Hombres,50,46685.610276538864,MORENA-PT-Partido Verde,1,49678.92704554424,ZACATECAS,50-54,-49678.92704554424
32,96,Mujeres,31,82275.32799580347,Ninguno,1,87550.53201491036,ZACATECAS,30-34,87550.53201491036
32,7,Hombres,56,68167.0320800448,MORENA-PT-Partido Verde,1,72537.66189531072,ZACATECAS,55-59,-72537.66189531072
32,1,Hombres,48,279276.337713519,PAN-PRI-PRD,1,297182.552067632,ZACATECAS,45-49,-297182.552067632
32,7,Hombres,21,71483.48181259402,MORENA-PT-Partido Verde,1,76066.75069457022,ZACATECAS,20-24,-76066.75069457022
32,98,Mujeres,18,83103.28945785665,NS,1,88431.57944743226,ZACATECAS,18-18,88431.57944743226
32,7,Mujeres,52,41740.80916863307,MORENA-PT-Partido Verde,1,44417.082720509745,ZACATECAS,50-54,44417.082720509745
32,7,Hombres,77,62920.83535472798,MORENA-PT-Partido Verde,1,66955.09752826503,ZACATECAS,65-100,-66955.09752826503
7,98,Mujeres,32,102849.66426420076,NS,1,109444.02220243932,CIUDAD DE MEXICO,30-34,109444.02220243932
7,7,Mujeres,25,82927.7615519703,MORENA-PT-Partido Verde,1,88244.79731093811,CIUDAD DE MEXICO,25-29,88244.79731093811
7,96,Hombres,25,98608.89085467628,Ninguno,1,104931.34535018184,CIUDAD DE MEXICO,25-29,-104931.34535018184
7,2,Mujeres,25,271050.0610966384,PAN-PRI-PRD,1,288428.83559084754,CIUDAD DE MEXICO,25-29,288428.83559084754
7,3,Hombres,18,98608.89085467628,PAN-PRI-PRD,1,104931.34535018184,CIUDAD DE MEXICO,18-18,-104931.34535018184
7,7,Mujeres,33,50954.539968562895,MORENA-PT-Partido Verde,1,54221.56546188717,CIUDAD DE MEXICO,30-34,54221.56546188717
7,2,Mujeres,43,57467.691962492565,PAN-PRI-PRD,1,61152.31780348345,CIUDAD DE MEXICO,40-44,61152.31780348345
7,7,Mujeres,46,67435.97324474869,MORENA-PT-Partido Verde,1,71759.73014440188,CIUDAD DE MEXICO,45-49,71759.73014440188
7,98,Mujeres,25,121085.26264419987,NS,1,128848.82287197407,CIUDAD DE MEXICO,25-29,128848.82287197407
7,7,Mujeres,69,61534.23369153943,MORENA-PT-Partido Verde,1,65479.59185405966,CIUDAD DE MEXICO,65-100,65479.59185405966
7,98,Hombres,53,68750.69135798137,NS,1,73158.74334881025,CIUDAD DE MEXICO,50-54,-73158.74334881025
7,2,Hombres,88,63459.57568432282,PAN-PRI-PRD,1,67528.3799887898,CIUDAD DE MEXICO,65-100,-67528.3799887898
7,7,Mujeres,27,60630.65372517571,MORENA-PT-Partido Verde,1,64518.07752527821,CIUDAD DE MEXICO,25-29,64518.07752527821
7,7,Hombres,28,98608.89085467628,MORENA-PT-Partido Verde,1,104931.34535018184,CIUDAD DE MEXICO,25-29,-104931.34535018184
7,7,Mujeres,39,50954.539968562895,MORENA-PT-Partido Verde,1,54221.56546188717,CIUDAD DE MEXICO,35-39,54221.56546188717
7,7,Hombres,20,99663.70544579728,MORENA-PT-Partido Verde,1,106053.79093477364,CIUDAD DE MEXICO,20-24,-106053.79093477364
7,7,Mujeres,59,42098.20202844315,MORENA-PT-Partido Verde,1,44797.390350718146,CIUDAD DE MEXICO,55-59,44797.390350718146
7,7,Hombres,46,86972.14840896732,MORENA-PT-Partido Verde,1,92548.49599716226,CIUDAD DE MEXICO,45-49,-92548.49599716226
7,7,Mujeres,30,184972.81064151565,MORENA-PT-Partido Verde,1,196832.61524990803,CIUDAD DE MEXICO,30-34,196832.61524990803
