voto,genero,edad,ponderado,inverso,homo_pon,estado,partido,rango_edad,total
NA,Hombres,42,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,40-44,-254323.48622557492
NA,Hombres,51,0.45,2.2222222222222223,107381.02751746496,NA,PAN-PRI-PRD,50-54,-107381.02751746496
NA,Mujeres,29,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD,25-29,44742.094798943726
NA,Hombres,30,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,30-34,-254323.48622557492
NA,Mujeres,41,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Mujeres,38,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,35-39,74340.71135824495
NA,Mujeres,32,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Mujeres,40,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,66,3.36,0.2976190476190476,14381.3876139462,NA,PAN-PRI-PRD,65-100,-14381.3876139462
NA,Hombres,54,1.23,0.8130081300813008,39285.741774682305,NA,PAN-PRI-PRD,50-54,-39285.741774682305
NA,Mujeres,48,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde,45-49,83312.8661773435
NA,Mujeres,32,1.65,0.6060606060606061,29285.734777490445,NA,PAN-PRI-PRD,30-34,29285.734777490445
NA,Hombres,29,0.81,1.2345679012345678,59656.12639859164,NA,MORENA-PT-Partido Verde,25-29,-59656.12639859164
NA,Mujeres,43,1.72,0.5813953488372093,28093.87347840653,NA,MORENA-PT-Partido Verde,40-44,28093.87347840653
NA,Hombres,58,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,55-59,-42762.35609102587
NA,Mujeres,61,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde,60-64,37751.14248660878
NA,Hombres,47,1.07,0.9345794392523364,45160.245217625445,NA,NS,45-49,-45160.245217625445
NA,Hombres,27,0.81,1.2345679012345678,59656.12639859164,NA,MORENA-PT-Partido Verde,25-29,-59656.12639859164
NA,Mujeres,55,3.65,0.273972602739726,13238.756817221709,NA,PAN-PRI-PRD,55-59,13238.756817221709
NA,Hombres,42,0.21,4.761904761904762,230102.2018231392,NA,MORENA-PT-Partido Verde,40-44,-230102.2018231392
NA,Mujeres,21,0.86,1.162790697674419,56187.74695681306,NA,NS,20-24,56187.74695681306
NA,Mujeres,55,0.42,2.380952380952381,115051.1009115696,NA,NS,55-59,115051.1009115696
NA,Mujeres,48,1.65,0.6060606060606061,29285.734777490445,NA,PAN-PRI-PRD,45-49,29285.734777490445
NA,Hombres,61,0.35,2.857142857142857,138061.3210938835,NA,NS,60-64,-138061.3210938835
NA,Mujeres,29,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Mujeres,38,1.58,0.6329113924050632,30583.20403978432,NA,MORENA-PT-Partido Verde,35-39,30583.20403978432
NA,Hombres,67,2.46,0.4065040650406504,19642.870887341152,NA,NS,65-100,-19642.870887341152
NA,Hombres,23,0.67,1.4925373134328357,72121.58564605855,NA,NS,20-24,-72121.58564605855
NA,Mujeres,52,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,50-54,34763.64200205701
NA,Hombres,27,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD,25-29,-48809.55796248407
NA,Mujeres,33,0.63,1.5873015873015872,76700.73394104639,NA,MORENA-PT-Partido Verde,30-34,76700.73394104639
NA,Hombres,42,0.27,3.7037037037037033,178968.3791957749,NA,Movimiento Ciudadano,40-44,-178968.3791957749
NA,Hombres,29,0.88,1.1363636363636365,54910.752707794585,NA,MORENA-PT-Partido Verde,25-29,-54910.752707794585
NA,Mujeres,60,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,60-64,268452.56879366236
NA,Hombres,46,0.55,1.818181818181818,87857.20433247133,NA,PAN-PRI-PRD,45-49,-87857.20433247133
NA,Hombres,28,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD,25-29,-48809.55796248407
NA,Mujeres,43,1.65,0.6060606060606061,29285.734777490445,NA,PAN-PRI-PRD,40-44,29285.734777490445
NA,Hombres,35,0.64,1.5625,75502.28497321755,NA,Movimiento Ciudadano,35-39,-75502.28497321755
NA,Hombres,52,0.48,2.0833333333333335,100669.7132976234,NA,PAN-PRI-PRD,50-54,-100669.7132976234
NA,Hombres,67,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,65-100,-123901.18559707492
NA,Hombres,29,0.81,1.2345679012345678,59656.12639859164,NA,MORENA-PT-Partido Verde,25-29,-59656.12639859164
NA,Mujeres,50,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde,50-54,37751.14248660878
NA,Mujeres,29,0.95,1.0526315789473684,50864.69724511498,NA,MORENA-PT-Partido Verde,25-29,50864.69724511498
NA,Hombres,54,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,50-54,-42762.35609102587
NA,Mujeres,42,0.25,4,193285.84953143692,NA,MORENA-PT-Partido Verde,40-44,193285.84953143692
NA,Hombres,48,1.83,0.5464480874316939,26405.17070101597,NA,Movimiento Ciudadano,45-49,-26405.17070101597
NA,Mujeres,18,2.73,0.3663003663003663,17700.169371010707,NA,PAN-PRI-PRD,18-18,17700.169371010707
NA,Hombres,59,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,55-59,-42762.35609102587
NA,Mujeres,45,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,45-49,210093.3147080836
NA,Hombres,30,0.55,1.818181818181818,87857.20433247133,NA,PAN-PRI-PRD,30-34,-87857.20433247133
NA,Mujeres,40,4.91,0.20366598778004072,9841.438367181105,NA,PAN-PRI-PRD,40-44,9841.438367181105
NA,Mujeres,58,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,55-59,268452.56879366236
NA,Hombres,44,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,40-44,-254323.48622557492
NA,Hombres,28,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Hombres,64,0.45,2.2222222222222223,107381.02751746496,NA,PAN-PRI-PRD,60-64,-107381.02751746496
NA,Mujeres,35,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,35-39,74340.71135824495
NA,Mujeres,20,0.86,1.162790697674419,56187.74695681306,NA,NS,20-24,56187.74695681306
NA,Hombres,47,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,-98615.22935277394
NA,Hombres,60,3.09,0.3236245954692557,15638.013716135674,NA,PAN-PRI-PRD,60-64,-15638.013716135674
NA,Hombres,57,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,-123901.18559707492
NA,Mujeres,34,1.65,0.6060606060606061,29285.734777490445,NA,PAN-PRI-PRD,30-34,29285.734777490445
NA,Mujeres,28,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD,25-29,44742.094798943726
NA,Mujeres,38,1.72,0.5813953488372093,28093.87347840653,NA,MORENA-PT-Partido Verde,35-39,28093.87347840653
NA,Hombres,55,3.36,0.2976190476190476,14381.3876139462,NA,PAN-PRI-PRD,55-59,-14381.3876139462
NA,Hombres,20,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde,20-24,-138061.3210938835
NA,Mujeres,33,0.82,1.2195121951219512,58928.61266202345,NA,Movimiento Ciudadano,30-34,58928.61266202345
NA,Mujeres,27,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde,25-29,117857.2253240469
NA,Hombres,51,3.36,0.2976190476190476,14381.3876139462,NA,PAN-PRI-PRD,50-54,-14381.3876139462
NA,Mujeres,31,0.32,3.125,151004.5699464351,NA,Movimiento Ciudadano,30-34,151004.5699464351
NA,Hombres,26,0.88,1.1363636363636365,54910.752707794585,NA,MORENA-PT-Partido Verde,25-29,-54910.752707794585
NA,Hombres,56,0.2,5,241607.31191429615,NA,Movimiento Ciudadano,55-59,-241607.31191429615
NA,Mujeres,32,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD,30-34,74340.71135824495
NA,Hombres,63,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,60-64,-123901.18559707492
NA,Hombres,39,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,35-39,-254323.48622557492
NA,Mujeres,99,1.79,0.5586592178770949,26995.2303814856,NA,PAN-PRI-PRD,65-100,26995.2303814856
NA,Mujeres,48,1.72,0.5813953488372093,28093.87347840653,NA,MORENA-PT-Partido Verde,45-49,28093.87347840653
NA,Hombres,50,0.22,4.545454545454546,219643.0108311783,NA,Movimiento Ciudadano,50-54,-219643.0108311783
NA,Mujeres,27,2.96,0.33783783783783783,16324.818372587575,NA,PAN-PRI-PRD,25-29,16324.818372587575
NA,Hombres,46,1.46,0.684931506849315,33096.892043054264,NA,MORENA-PT-Partido Verde,45-49,-33096.892043054264
NA,Mujeres,53,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,50-54,34763.64200205701
NA,Mujeres,33,0.32,3.125,151004.5699464351,NA,Movimiento Ciudadano,30-34,151004.5699464351
NA,Hombres,47,1.46,0.684931506849315,33096.892043054264,NA,MORENA-PT-Partido Verde,45-49,-33096.892043054264
NA,Hombres,50,1.53,0.6535947712418301,31582.655152195573,NA,Movimiento Ciudadano,50-54,-31582.655152195573
NA,Mujeres,37,2.24,0.4464285714285714,21572.081420919298,NA,Movimiento Ciudadano,35-39,21572.081420919298
NA,Hombres,44,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,40-44,-98615.22935277394
NA,Hombres,39,0.64,1.5625,75502.28497321755,NA,Movimiento Ciudadano,35-39,-75502.28497321755
NA,Mujeres,56,3.96,0.25252525252525254,12202.389490621015,NA,PAN-PRI-PRD,55-59,12202.389490621015
NA,Mujeres,27,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,33,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,30-34,-254323.48622557492
NA,Hombres,56,0.45,2.2222222222222223,107381.02751746496,NA,PAN-PRI-PRD,55-59,-107381.02751746496
NA,Mujeres,23,0.86,1.162790697674419,56187.74695681306,NA,NS,20-24,56187.74695681306
NA,Hombres,41,0.25,4,193285.84953143692,NA,Movimiento Ciudadano,40-44,-193285.84953143692
NA,Mujeres,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,50,0.48,2.0833333333333335,100669.7132976234,NA,PAN-PRI-PRD,50-54,-100669.7132976234
NA,Mujeres,27,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD,25-29,44742.094798943726
NA,Hombres,45,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,45-49,-254323.48622557492
NA,Hombres,58,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,-123901.18559707492
NA,Mujeres,29,1.83,0.5464480874316939,26405.17070101597,NA,Ninguno,25-29,26405.17070101597
NA,Hombres,62,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde,60-64,-41300.395199024984
NA,Mujeres,43,1.65,0.6060606060606061,29285.734777490445,NA,PAN-PRI-PRD,40-44,29285.734777490445
NA,Hombres,70,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,65-100,-42762.35609102587
NA,Hombres,39,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,35-39,-98615.22935277394
NA,Mujeres,56,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,55-59,34763.64200205701
NA,Hombres,42,2.57,0.3891050583657587,18802.125440801257,NA,Ninguno,40-44,-18802.125440801257
NA,Mujeres,22,0.79,1.2658227848101264,61166.40807956864,NA,NS,20-24,61166.40807956864
NA,Hombres,65,0.17,5.88235294117647,284243.89636976016,NA,MORENA-PT-Partido Verde,65-100,-284243.89636976016
NA,Mujeres,31,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Hombres,50,3.36,0.2976190476190476,14381.3876139462,NA,PAN-PRI-PRD,50-54,-14381.3876139462
NA,Mujeres,26,0.95,1.0526315789473684,50864.69724511498,NA,MORENA-PT-Partido Verde,25-29,50864.69724511498
NA,Hombres,62,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde,60-64,-41300.395199024984
NA,Hombres,48,1.4,0.7142857142857143,34515.33027347088,NA,PAN-PRI-PRD,45-49,-34515.33027347088
NA,Mujeres,54,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde,50-54,37751.14248660878
NA,Hombres,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Mujeres,39,1.58,0.6329113924050632,30583.20403978432,NA,MORENA-PT-Partido Verde,35-39,30583.20403978432
NA,Hombres,44,1.4,0.7142857142857143,34515.33027347088,NA,PAN-PRI-PRD,40-44,-34515.33027347088
NA,Mujeres,57,0.57,1.7543859649122808,84774.49540852498,NA,PAN-PRI-PRD,55-59,84774.49540852498
NA,Mujeres,43,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde,40-44,83312.8661773435
NA,Mujeres,61,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde,60-64,37751.14248660878
NA,Mujeres,73,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,65-100,268452.56879366236
NA,Hombres,29,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Hombres,58,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde,55-59,-302009.1398928702
NA,Hombres,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Mujeres,27,2.73,0.3663003663003663,17700.169371010707,NA,PAN-PRI-PRD,25-29,17700.169371010707
NA,Hombres,39,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,35-39,-254323.48622557492
NA,Mujeres,21,1.17,0.8547008547008548,41300.395199024984,NA,PAN-PRI-PRD,20-24,41300.395199024984
NA,Hombres,31,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,30-34,-254323.48622557492
NA,Hombres,43,0.6,1.6666666666666667,80535.77063809872,NA,PAN-PRI-PRD,40-44,-80535.77063809872
NA,Hombres,57,3.09,0.3236245954692557,15638.013716135674,NA,PAN-PRI-PRD,55-59,-15638.013716135674
NA,Hombres,23,0.67,1.4925373134328357,72121.58564605855,NA,NS,20-24,-72121.58564605855
NA,Mujeres,38,1.58,0.6329113924050632,30583.20403978432,NA,MORENA-PT-Partido Verde,35-39,30583.20403978432
NA,Mujeres,49,0.4,2.5,120803.65595714808,NA,Ninguno,45-49,120803.65595714808
NA,Hombres,45,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,45-49,-98615.22935277394
NA,Hombres,64,3.09,0.3236245954692557,15638.013716135674,NA,PAN-PRI-PRD,60-64,-15638.013716135674
NA,Mujeres,48,4.91,0.20366598778004072,9841.438367181105,NA,PAN-PRI-PRD,45-49,9841.438367181105
NA,Mujeres,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,52,0.26,3.846153846153846,185851.7783956124,NA,Movimiento Ciudadano,50-54,185851.7783956124
NA,Hombres,56,0.45,2.2222222222222223,107381.02751746496,NA,PAN-PRI-PRD,55-59,-107381.02751746496
NA,Hombres,78,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde,65-100,-41300.395199024984
NA,Hombres,62,3.36,0.2976190476190476,14381.3876139462,NA,PAN-PRI-PRD,60-64,-14381.3876139462
NA,Hombres,44,0.55,1.818181818181818,87857.20433247133,NA,PAN-PRI-PRD,40-44,-87857.20433247133
NA,Mujeres,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,39,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD,35-39,68058.39772233694
NA,Hombres,57,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,-123901.18559707492
NA,Hombres,28,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD,25-29,-48809.55796248407
NA,Mujeres,33,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD,30-34,68058.39772233694
NA,Hombres,45,1.9,0.5263157894736842,25432.34862255749,NA,Movimiento Ciudadano,45-49,-25432.34862255749
NA,Mujeres,53,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,50-54,34763.64200205701
NA,Mujeres,21,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD,20-24,44742.094798943726
NA,Hombres,34,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde,30-34,-98615.22935277394
NA,Hombres,51,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde,50-54,-302009.1398928702
NA,Mujeres,42,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD,40-44,68058.39772233694
NA,Hombres,30,0.55,1.818181818181818,87857.20433247133,NA,PAN-PRI-PRD,30-34,-87857.20433247133
NA,Hombres,59,0.45,2.2222222222222223,107381.02751746496,NA,PAN-PRI-PRD,55-59,-107381.02751746496
NA,Hombres,45,0.21,4.761904761904762,230102.2018231392,NA,MORENA-PT-Partido Verde,45-49,-230102.2018231392
NA,Hombres,45,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,45-49,-254323.48622557492
NA,Mujeres,30,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Mujeres,22,2.84,0.35211267605633806,17014.599430584236,NA,MORENA-PT-Partido Verde,20-24,17014.599430584236
NA,Hombres,61,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,60-64,-123901.18559707492
NA,Hombres,35,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,35-39,-254323.48622557492
NA,Hombres,46,0.55,1.818181818181818,87857.20433247133,NA,PAN-PRI-PRD,45-49,-87857.20433247133
NA,Hombres,20,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde,20-24,-138061.3210938835
NA,Mujeres,63,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,60-64,34763.64200205701
NA,Mujeres,38,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD,35-39,68058.39772233694
NA,Hombres,55,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,-123901.18559707492
NA,Hombres,26,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Hombres,50,0.48,2.0833333333333335,100669.7132976234,NA,PAN-PRI-PRD,50-54,-100669.7132976234
NA,Mujeres,26,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD,25-29,44742.094798943726
NA,Mujeres,39,1.58,0.6329113924050632,30583.20403978432,NA,MORENA-PT-Partido Verde,35-39,30583.20403978432
NA,Hombres,49,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,45-49,-254323.48622557492
NA,Mujeres,54,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde,50-54,37751.14248660878
NA,Mujeres,49,3.59,0.2785515320334262,13460.017376841011,NA,NS,45-49,13460.017376841011
NA,Hombres,23,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,20-24,-151004.5699464351
NA,Mujeres,46,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde,45-49,83312.8661773435
NA,Mujeres,57,0.57,1.7543859649122808,84774.49540852498,NA,PAN-PRI-PRD,55-59,84774.49540852498
NA,Hombres,33,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,30-34,-254323.48622557492
NA,Hombres,41,4.16,0.24038461538461536,11615.736149725775,NA,PAN-PRI-PRD,40-44,-11615.736149725775
NA,Mujeres,37,0.25,4,193285.84953143692,NA,MORENA-PT-Partido Verde,35-39,193285.84953143692
NA,Mujeres,30,0.44,2.272727272727273,109821.50541558916,NA,Ninguno,30-34,109821.50541558916
NA,Hombres,56,0.17,5.88235294117647,284243.89636976016,NA,MORENA-PT-Partido Verde,55-59,-284243.89636976016
NA,Mujeres,21,0.79,1.2658227848101264,61166.40807956864,NA,NS,20-24,61166.40807956864
NA,Mujeres,38,0.44,2.272727272727273,109821.50541558916,NA,Ninguno,35-39,109821.50541558916
NA,Hombres,50,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde,50-54,-302009.1398928702
NA,Hombres,53,0.48,2.0833333333333335,100669.7132976234,NA,PAN-PRI-PRD,50-54,-100669.7132976234
NA,Hombres,61,3.36,0.2976190476190476,14381.3876139462,NA,PAN-PRI-PRD,60-64,-14381.3876139462
NA,Mujeres,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Hombres,37,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde,35-39,-254323.48622557492
NA,Mujeres,55,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde,55-59,268452.56879366236
NA,Mujeres,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,29,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD,25-29,-48809.55796248407
NA,Mujeres,32,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde,30-34,83312.8661773435
NA,Hombres,70,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde,65-100,-41300.395199024984
NA,Hombres,18,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,18-18,-151004.5699464351
NA,Hombres,21,0.91,1.0989010989010988,53100.50811303211,NA,PAN-PRI-PRD,20-24,-53100.50811303211
NA,Hombres,28,0.81,1.2345679012345678,59656.12639859164,NA,MORENA-PT-Partido Verde,25-29,-59656.12639859164
NA,Mujeres,45,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD,45-49,68058.39772233694
NA,Mujeres,36,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,35-39,210093.3147080836
NA,Hombres,59,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD,55-59,-42762.35609102587
NA,Mujeres,23,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,20-24,127161.74311278746
NA,Mujeres,42,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,54,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,50-54,-123901.18559707492
NA,Mujeres,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,25-29,127161.74311278746
NA,Mujeres,38,1.79,0.5586592178770949,26995.2303814856,NA,PAN-PRI-PRD,35-39,26995.2303814856
NA,Hombres,51,0.56,1.7857142857142856,86288.32568367719,NA,Movimiento Ciudadano,50-54,-86288.32568367719
NA,Hombres,27,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Hombres,44,1.4,0.7142857142857143,34515.33027347088,NA,PAN-PRI-PRD,40-44,-34515.33027347088
NA,Hombres,36,0.21,4.761904761904762,230102.2018231392,NA,MORENA-PT-Partido Verde,35-39,-230102.2018231392
NA,Mujeres,42,2.24,0.4464285714285714,21572.081420919298,NA,Movimiento Ciudadano,40-44,21572.081420919298
NA,Hombres,24,6.89,0.14513788098693758,7013.274656438204,NA,PAN-PRI-PRD,20-24,-7013.274656438204
NA,Mujeres,50,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,50-54,34763.64200205701
NA,Mujeres,23,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde,20-24,117857.2253240469
NA,Hombres,43,0.27,3.7037037037037033,178968.3791957749,NA,Movimiento Ciudadano,40-44,-178968.3791957749
NA,Mujeres,30,1.79,0.5586592178770949,26995.2303814856,NA,PAN-PRI-PRD,30-34,26995.2303814856
NA,Hombres,50,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde,50-54,-41300.395199024984
NA,Mujeres,50,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde,50-54,34763.64200205701
NA,Hombres,25,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD,25-29,-48809.55796248407
NA,Mujeres,43,0.25,4,193285.84953143692,NA,MORENA-PT-Partido Verde,40-44,193285.84953143692
NA,Hombres,32,0.27,3.7037037037037033,178968.3791957749,NA,Movimiento Ciudadano,30-34,-178968.3791957749
NA,Mujeres,28,1.17,0.8547008547008548,41300.395199024984,NA,PAN-PRI-PRD,25-29,41300.395199024984
NA,Mujeres,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,55,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,-123901.18559707492
NA,Hombres,51,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde,50-54,-302009.1398928702
NA,Mujeres,24,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde,20-24,127161.74311278746
NA,Mujeres,48,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde,45-49,83312.8661773435
NA,Hombres,26,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde,25-29,-151004.5699464351
NA,Hombres,58,0.39,2.564102564102564,123901.18559707492,NA,MORENA-PT-Partido Verde,55-59,-123901.18559707492
NA,Mujeres,42,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,40-44,210093.3147080836
NA,Hombres,65,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde,65-100,-41300.395199024984
NA,Mujeres,33,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde,30-34,210093.3147080836
NA,Mujeres,18,5.93,0.16863406408094436,8148.644583956026,NA,NS,18-18,8148.644583956026
NA,Mujeres,67,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde,65-100,37751.14248660878
NA,Hombres,45,0.69,1.4492753623188408,70031.10490269455,NA,Movimiento Ciudadano,45-49,-70031.10490269455
NA,Hombres,28,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde,25-29,-138061.3210938835
NA,Hombres,58,0.43,2.3255813953488373,112375.49391362612,NA,MORENA-PT-Partido Verde,55-59,-112375.49391362612
